step,prey_population,predator_population,total_population,total_kills,total_births,avg_prey_energy,avg_predator_energy,avg_prey_fitness,avg_predator_fitness,max_prey_generation,max_predator_generation,food_available,is_day,weather,prey_growth_rate,predator_growth_rate,kills_per_step,births_per_step,prey_smooth,predator_smooth,prey_predator_ratio,ecosystem_health,prey_momentum,predator_momentum
352,102,14,116,9,33,55.51,75.92,114.74,114.91,2,1,14984.3,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
353,102,14,116,9,33,55.48,75.88,114.75,114.92,2,1,14984.9,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
354,102,14,116,9,33,55.44,75.85,114.77,114.93,2,1,14985.5,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
355,102,14,116,9,33,55.41,75.81,114.78,114.94,2,1,14986.1,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
356,102,14,116,9,33,55.38,75.77,114.79,114.96,2,1,14986.7,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
357,102,14,116,9,33,55.35,75.74,114.81,114.97,2,1,14987.3,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
358,102,14,116,9,33,55.32,75.7,114.82,114.98,2,1,14987.9,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
359,102,14,116,9,33,55.29,75.66,114.83,114.99,2,1,14988.5,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
360,102,14,116,9,33,55.25,75.63,114.84,115.01,2,1,14989.0,True,CLEAR,0.0,0.0,0.0,0.0,102.2,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
361,102,14,116,9,33,55.22,75.59,114.86,115.02,2,1,14989.4,True,CLEAR,0.0,0.0,0.0,0.0,102.4,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
362,103,14,117,9,34,55.02,75.56,116.18,115.03,2,1,14989.8,True,CLEAR,0.9803921568627416,0.0,0.0,1.0,102.6,14.0,7.357142857142857,0.9834128301469788,0.3333333333333333,0.0
363,103,14,117,9,34,54.99,75.52,116.2,115.04,2,1,14990.2,True,CLEAR,0.0,0.0,0.0,0.0,102.8,14.0,7.357142857142857,0.9834128301469788,0.3333333333333333,0.0
364,103,14,117,9,34,54.95,75.48,116.21,115.06,2,1,14990.6,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.3333333333333333,0.0
365,103,14,117,9,34,54.92,75.45,116.22,115.07,2,1,14991.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
366,103,14,117,9,34,54.89,75.41,116.23,115.08,2,1,14991.4,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
367,103,14,117,9,34,54.86,75.37,116.25,115.09,2,1,14991.8,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
368,103,14,117,9,34,54.83,75.34,116.26,115.11,2,1,14992.2,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
369,103,14,117,9,34,54.8,75.3,116.27,115.12,2,1,14992.6,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
370,103,14,117,9,34,54.76,75.26,116.29,115.13,2,1,14993.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
371,103,14,117,9,34,54.73,75.23,116.3,115.14,2,1,14993.4,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
372,103,14,117,9,34,54.7,75.19,116.31,115.16,2,1,14993.8,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
373,103,14,117,9,34,54.67,75.15,116.33,115.17,2,1,14994.2,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
374,103,14,117,9,34,54.64,75.12,116.34,115.18,2,1,14994.6,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
375,103,14,117,9,34,54.61,75.08,116.35,115.19,2,1,14995.0,True,CLEAR,0.0,0.0,0.0,0.0,102.8,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
376,103,14,117,9,34,54.57,75.05,116.36,115.21,2,1,14995.4,True,CLEAR,0.0,0.0,0.0,0.0,102.6,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
377,102,14,116,10,34,54.47,75.31,116.98,118.79,2,1,14995.8,True,CLEAR,-0.9708737864077666,0.0,1.0,0.0,102.4,14.0,7.285714285714286,0.9866648884621003,-0.3333333333333333,0.0
378,102,14,116,10,34,54.44,75.28,116.99,118.8,2,1,14996.2,True,CLEAR,0.0,0.0,0.0,0.0,102.2,14.0,7.285714285714286,0.9866648884621003,-0.3333333333333333,0.0
379,102,14,116,10,34,54.4,75.24,117.0,118.81,2,1,14996.6,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,-0.3333333333333333,0.0
380,102,14,116,10,34,54.37,75.2,117.02,118.83,2,1,14997.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
381,102,14,116,10,34,54.34,75.17,117.03,118.84,2,1,14997.4,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
382,102,14,116,10,34,54.31,75.13,117.04,118.85,2,1,14997.8,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
383,102,14,116,10,34,54.28,75.09,117.06,118.86,2,1,14998.2,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
384,102,14,116,10,34,54.24,75.06,117.07,118.88,2,1,14998.6,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
385,102,14,116,10,34,54.21,75.02,117.08,118.89,2,1,14998.8,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
386,102,14,116,10,34,54.18,74.98,117.1,118.9,2,1,14999.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
387,102,14,116,10,34,54.15,74.95,117.11,118.91,2,1,14999.2,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
388,102,14,116,10,34,54.12,74.91,117.12,118.93,2,1,14999.4,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
389,102,14,116,10,34,54.08,74.88,117.14,118.94,2,1,14999.6,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
390,102,14,116,10,34,54.05,74.84,117.15,118.95,2,1,14999.8,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
391,102,14,116,10,34,54.02,74.81,117.16,118.96,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
392,102,14,116,10,34,53.99,74.77,117.17,118.97,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
393,102,14,116,10,34,53.96,74.74,117.19,118.99,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
394,102,14,116,10,34,53.92,74.7,117.2,119.0,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
395,102,14,116,10,34,53.89,74.67,117.21,119.01,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
396,102,14,116,10,34,53.86,74.63,117.23,119.02,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
397,102,14,116,10,34,53.83,74.6,117.24,119.04,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
398,102,14,116,10,34,53.8,74.56,117.25,119.05,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
399,102,14,116,10,34,53.77,74.53,117.27,119.06,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
400,102,14,116,10,34,53.73,74.49,117.28,119.07,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
401,102,14,116,10,34,53.7,74.46,117.29,119.08,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.2,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
402,102,14,116,10,34,53.67,74.42,117.3,119.1,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.4,14.0,7.285714285714286,0.9866648884621003,0.0,0.0
403,103,14,117,10,35,53.48,74.39,118.61,119.11,2,1,15000.0,True,CLEAR,0.9803921568627416,0.0,0.0,1.0,102.6,14.0,7.357142857142857,0.9834128301469788,0.3333333333333333,0.0
404,103,14,117,10,35,53.45,74.35,118.62,119.12,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.8,14.0,7.357142857142857,0.9834128301469788,0.3333333333333333,0.0
405,103,14,117,10,35,53.42,74.32,118.63,119.13,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.3333333333333333,0.0
406,103,14,117,10,35,53.39,74.29,118.64,119.14,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
407,103,14,117,10,35,53.35,74.25,118.66,119.16,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
408,103,14,117,10,35,53.32,74.22,118.67,119.17,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
409,103,14,117,10,35,53.29,74.18,118.68,119.18,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
410,103,14,117,10,35,53.26,74.15,118.7,119.19,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
411,103,14,117,10,35,53.22,74.11,118.71,119.2,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
412,103,14,117,10,35,53.19,74.08,118.72,119.22,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
413,103,14,117,10,35,53.16,74.04,118.74,119.23,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
414,103,14,117,10,35,53.13,74.01,118.75,119.24,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
415,103,14,117,10,35,53.09,73.97,118.76,119.25,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
416,103,14,117,10,35,53.06,73.94,118.78,119.26,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
417,103,14,117,10,35,53.03,73.9,118.79,119.28,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
418,103,14,117,10,35,53.0,73.87,118.8,119.29,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.0,7.357142857142857,0.9834128301469788,0.0,0.0
419,103,14,117,10,35,52.96,73.83,118.82,119.3,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.2,7.357142857142857,0.9834128301469788,0.0,0.0
420,103,14,117,10,35,52.93,73.8,118.83,119.31,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.4,7.357142857142857,0.9834128301469788,0.0,0.0
421,103,15,118,10,36,52.9,71.35,118.84,128.04,2,1,15000.0,True,CLEAR,0.0,7.14285714285714,0.0,1.0,103.0,14.6,6.866666666666666,0.9935895460240375,0.0,0.3333333333333333
422,103,15,118,10,36,52.87,71.31,118.85,128.05,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,14.8,6.866666666666666,0.9935895460240375,0.0,0.3333333333333333
423,103,15,118,10,36,52.83,71.28,118.87,128.06,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.3333333333333333
424,103,15,118,10,36,52.8,71.24,118.88,128.07,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
425,103,15,118,10,36,52.77,71.21,118.89,128.09,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.2,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
426,103,15,118,10,36,52.73,71.17,118.91,128.1,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.2,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
427,104,15,119,10,37,52.56,71.14,120.18,128.11,2,1,15000.0,True,CLEAR,0.9708737864077666,0.0,0.0,1.0,103.2,15.0,6.933333333333334,0.9968101829946164,0.3333333333333333,0.0
428,103,15,118,11,37,52.44,73.48,120.82,131.45,2,1,15000.0,True,CLEAR,-0.9615384615384581,0.0,1.0,0.0,103.2,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
429,103,15,118,11,37,52.41,73.44,120.83,131.47,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.2,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
430,103,15,118,11,37,52.38,73.41,120.85,131.48,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,-0.3333333333333333,0.0
431,103,15,118,11,37,52.34,73.38,120.86,131.49,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
432,103,15,118,11,37,52.31,73.34,120.87,131.5,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
433,103,15,118,11,37,52.28,73.31,120.89,131.51,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
434,103,15,118,11,37,52.25,73.28,120.9,131.53,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
435,103,15,118,11,37,52.21,73.24,120.91,131.54,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
436,103,15,118,11,37,52.18,73.21,120.92,131.55,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
437,103,15,118,11,37,52.15,73.18,120.94,131.56,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
438,103,15,118,11,37,52.12,73.14,120.95,131.57,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
439,103,15,118,11,37,52.08,73.11,120.96,131.59,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
440,103,15,118,11,37,52.05,73.07,120.98,131.6,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
441,103,15,118,11,37,52.02,73.04,120.99,131.61,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.2,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
442,103,15,118,11,37,51.99,73.01,121.0,131.62,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.4,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
443,104,15,119,11,38,51.81,72.97,122.26,131.63,2,1,15000.0,True,CLEAR,0.9708737864077666,0.0,0.0,1.0,103.6,15.0,6.933333333333334,0.9968101829946164,0.3333333333333333,0.0
444,104,15,119,11,38,51.78,72.94,122.27,131.64,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.8,15.0,6.933333333333334,0.9968101829946164,0.3333333333333333,0.0
445,104,15,119,11,38,51.75,72.91,122.28,131.66,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,104.2,15.0,6.933333333333334,0.9968101829946164,0.3333333333333333,0.0
446,104,15,119,11,38,51.72,72.87,122.3,131.67,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,104.4,15.0,6.933333333333334,0.9968101829946164,0.0,0.0
447,105,15,120,11,39,51.55,72.84,123.53,131.68,2,1,15000.0,True,CLEAR,0.9615384615384581,0.0,0.0,1.0,104.4,15.0,7.0,1.0,0.3333333333333333,0.0
448,105,15,120,11,39,51.52,72.81,123.54,131.69,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,104.4,15.0,7.0,1.0,0.3333333333333333,0.0
449,104,15,119,12,39,51.65,75.71,123.24,135.04,2,1,15000.0,True,CLEAR,-0.952380952380949,0.0,1.0,0.0,104.4,15.0,6.933333333333334,0.9968101829946164,0.0,0.0
450,104,15,119,12,39,51.61,75.68,123.25,135.05,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,104.2,15.0,6.933333333333334,0.9968101829946164,-0.3333333333333333,0.0
451,104,15,119,12,39,51.58,75.65,123.27,135.06,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,104.0,15.0,6.933333333333334,0.9968101829946164,-0.3333333333333333,0.0
452,104,15,119,12,39,51.55,75.61,123.28,135.07,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.8,15.0,6.933333333333334,0.9968101829946164,0.0,0.0
453,104,15,119,12,39,51.52,75.58,123.29,135.08,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.6,15.0,6.933333333333334,0.9968101829946164,0.0,0.0
454,103,15,118,13,39,51.53,78.48,122.99,138.43,2,1,15000.0,True,CLEAR,-0.9615384615384581,0.0,1.0,0.0,103.4,15.0,6.866666666666666,0.9935895460240375,-0.3333333333333333,0.0
455,103,15,118,13,39,51.5,78.45,123.0,138.44,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.2,15.0,6.866666666666666,0.9935895460240375,-0.3333333333333333,0.0
456,103,15,118,13,39,51.46,78.42,123.01,138.45,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,-0.3333333333333333,0.0
457,103,15,118,13,39,51.43,78.39,123.03,138.46,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
458,103,15,118,13,39,51.4,78.35,123.04,138.48,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
459,103,15,118,13,39,51.37,78.32,123.05,138.49,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
460,103,15,118,13,39,51.33,78.29,123.07,138.5,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
461,103,15,118,13,39,51.3,78.25,123.08,138.51,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.0,6.866666666666666,0.9935895460240375,0.0,0.0
462,103,15,118,13,39,51.27,78.22,123.09,138.52,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.2,6.866666666666666,0.9935895460240375,0.0,0.0
463,103,15,118,13,39,51.24,78.19,123.1,138.53,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.4,6.866666666666666,0.9935895460240375,0.0,0.0
464,103,16,119,13,40,51.2,75.62,123.12,145.51,2,1,15000.0,True,CLEAR,0.0,6.666666666666665,0.0,1.0,103.0,15.6,6.4375,0.972076705644847,0.0,0.3333333333333333
465,103,16,119,13,40,51.17,75.58,123.13,145.52,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,15.8,6.4375,0.972076705644847,0.0,0.3333333333333333
466,103,16,119,13,40,51.14,75.55,123.14,145.53,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,103.0,16.0,6.4375,0.972076705644847,0.0,0.3333333333333333
467,103,16,119,13,40,51.11,75.52,123.16,145.55,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.8,16.0,6.4375,0.972076705644847,0.0,0.0
468,103,16,119,13,40,51.07,75.49,123.17,145.56,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.6,16.0,6.4375,0.972076705644847,0.0,0.0
469,102,16,118,14,40,51.03,78.23,122.88,148.69,2,1,15000.0,True,CLEAR,-0.9708737864077666,0.0,1.0,0.0,102.4,16.0,6.375,0.9688246473297255,-0.3333333333333333,0.0
470,102,16,118,14,40,51.0,78.2,122.89,148.71,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.2,16.0,6.375,0.9688246473297255,-0.3333333333333333,0.0
471,102,16,118,14,40,50.97,78.17,122.91,148.72,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,-0.3333333333333333,0.0
472,102,16,118,14,40,50.93,78.13,122.92,148.73,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
473,102,16,118,14,40,50.9,78.1,122.93,148.74,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
474,102,16,118,14,40,50.87,78.07,122.95,148.75,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
475,102,16,118,14,40,50.84,78.04,122.96,148.76,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
476,102,16,118,14,40,50.8,78.0,122.97,148.77,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
477,102,16,118,14,40,50.77,77.97,122.99,148.79,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
478,102,16,118,14,40,50.74,77.94,123.0,148.8,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
479,102,16,118,14,40,50.71,77.91,123.01,148.81,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
480,102,16,118,14,40,50.67,77.87,123.03,148.82,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
481,102,16,118,14,40,50.64,77.84,123.04,148.83,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
482,102,16,118,14,40,50.61,77.81,123.05,148.84,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
483,102,16,118,14,40,50.58,77.77,123.06,148.86,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
484,102,16,118,14,40,50.54,77.74,123.08,148.87,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
485,102,16,118,14,40,50.51,77.71,123.09,148.88,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
486,102,16,118,14,40,50.48,77.68,123.1,148.89,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
487,102,16,118,14,40,50.45,77.64,123.12,148.9,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
488,102,16,118,14,40,50.41,77.61,123.13,148.91,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
489,102,16,118,14,40,50.38,77.58,123.14,148.93,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
490,102,16,118,14,40,50.35,77.54,123.16,148.94,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.0,6.375,0.9688246473297255,0.0,0.0
491,102,16,118,14,40,50.32,77.51,123.17,148.95,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.2,6.375,0.9688246473297255,0.0,0.0
492,102,16,118,14,40,50.28,77.48,123.18,148.96,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.4,6.375,0.9688246473297255,0.0,0.0
493,102,17,119,14,41,50.25,75.1,123.2,154.92,2,1,15000.0,True,CLEAR,0.0,6.25,0.0,1.0,102.0,16.6,6.0,0.9486164400575805,0.0,0.3333333333333333
494,102,17,119,14,41,50.22,75.06,123.21,154.93,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,16.8,6.0,0.9486164400575805,0.0,0.3333333333333333
495,102,17,119,14,41,50.18,75.03,123.22,154.94,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,17.0,6.0,0.9486164400575805,0.0,0.3333333333333333
496,102,17,119,14,41,50.15,75.0,123.24,154.95,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,17.0,6.0,0.9486164400575805,0.0,0.0
497,102,17,119,14,41,50.12,74.97,123.25,154.96,2,1,15000.0,True,CLEAR,0.0,0.0,0.0,0.0,102.0,17.0,6.0,0.9486164400575805,0.0,0.0
