step,prey_population,predator_population,total_population,total_kills,total_births,prey_growth_rate,predator_growth_rate,kills_per_step,births_per_step,prey_smooth,predator_smooth,prey_predator_ratio,ecosystem_health,prey_momentum,predator_momentum
212,28,4,32,22,75,-6.666666666666665,0.0,0.0,0.0,29.0,4.0,7.0,1.0,-2.3333333333333335,0.0
213,28,4,32,22,75,0.0,0.0,0.0,0.0,27.8,4.0,7.0,1.0,-1.3333333333333333,0.0
214,27,4,31,22,75,-3.57142857142857,0.0,0.0,0.0,27.0,4.0,6.75,0.9878774519430418,-1.0,0.0
215,26,4,30,22,75,-3.703703703703709,0.0,0.0,0.0,26.4,4.0,6.5,0.975297342615426,-0.6666666666666666,0.0
216,26,4,30,22,75,0.0,0.0,0.0,0.0,25.6,4.0,6.5,0.975297342615426,-0.6666666666666666,0.0
217,25,4,29,22,75,-3.8461538461538436,0.0,0.0,0.0,24.6,4.0,6.25,0.9622237715643323,-0.6666666666666666,0.0
218,24,4,28,22,75,-4.0000000000000036,0.0,0.0,0.0,23.8,4.0,6.0,0.9486164400575805,-0.6666666666666666,0.0
219,22,4,26,22,75,-8.333333333333337,0.0,0.0,0.0,22.8,4.0,5.5,0.919612647727704,-1.3333333333333333,0.0
220,22,4,26,22,75,0.0,0.0,0.0,0.0,21.8,4.0,5.5,0.919612647727704,-1.0,0.0
221,21,4,25,22,75,-4.545454545454541,0.0,0.0,0.0,20.8,4.0,5.25,0.9041059758494063,-1.0,0.0
222,20,4,24,22,75,-4.761904761904767,0.0,0.0,0.0,19.8,4.0,5.0,0.887842587792929,-0.6666666666666666,0.0
223,19,4,23,22,75,-5.000000000000004,0.0,0.0,0.0,18.8,4.0,4.75,0.8707448229970789,-1.0,0.0
224,17,4,21,22,75,-10.526315789473683,0.0,0.0,0.0,17.8,4.0,4.25,0.8336696112936707,-1.3333333333333333,0.0
225,17,4,21,22,75,0.0,0.0,0.0,0.0,17.0,4.0,4.25,0.8336696112936707,-1.0,0.0
226,16,4,20,22,75,-5.882352941176472,0.0,0.0,0.0,16.4,4.0,4.0,0.8134614040215258,-1.0,0.0
227,16,4,20,22,75,0.0,0.0,0.0,0.0,16.2,3.8,4.0,0.8134614040215258,-0.3333333333333333,0.0
228,16,4,20,22,75,0.0,0.0,0.0,0.0,16.0,3.6,4.0,0.8134614040215258,-0.3333333333333333,0.0
229,16,3,19,22,75,0.0,-25.0,0.0,0.0,16.0,3.4,5.333333333333333,0.9093554281721195,0.0,-0.3333333333333333
230,16,3,19,22,75,0.0,0.0,0.0,0.0,15.6,3.2,5.333333333333333,0.9093554281721195,0.0,-0.3333333333333333
231,16,3,19,22,75,0.0,0.0,0.0,0.0,15.2,3.0,5.333333333333333,0.9093554281721195,0.0,-0.3333333333333333
232,14,3,17,22,75,-12.5,0.0,0.0,0.0,14.8,3.0,4.666666666666667,0.8648449639639453,-0.6666666666666666,0.0
233,14,3,17,22,75,0.0,0.0,0.0,0.0,14.4,3.0,4.666666666666667,0.8648449639639453,-0.6666666666666666,0.0
234,14,3,17,22,75,0.0,0.0,0.0,0.0,14.0,3.0,4.666666666666667,0.8648449639639453,-0.6666666666666666,0.0
235,14,3,17,22,75,0.0,0.0,0.0,0.0,13.8,3.0,4.666666666666667,0.8648449639639453,0.0,0.0
236,14,3,17,22,75,0.0,0.0,0.0,0.0,13.6,3.0,4.666666666666667,0.8648449639639453,0.0,0.0
237,13,3,16,22,75,-7.14285714285714,0.0,0.0,0.0,13.4,3.0,4.333333333333333,0.8401423065793712,-0.3333333333333333,0.0
238,13,3,16,22,75,0.0,0.0,0.0,0.0,13.0,3.0,4.333333333333333,0.8401423065793712,-0.3333333333333333,0.0
239,13,3,16,22,75,0.0,0.0,0.0,0.0,12.6,3.0,4.333333333333333,0.8401423065793712,-0.3333333333333333,0.0
240,12,3,15,22,75,-7.692307692307687,0.0,0.0,0.0,12.4,3.0,4.0,0.8134614040215258,-0.3333333333333333,0.0
241,12,3,15,22,75,0.0,0.0,0.0,0.0,12.2,3.0,4.0,0.8134614040215258,-0.3333333333333333,0.0
242,12,3,15,22,75,0.0,0.0,0.0,0.0,12.0,3.0,4.0,0.8134614040215258,-0.3333333333333333,0.0
243,12,3,15,22,75,0.0,0.0,0.0,0.0,11.8,3.0,4.0,0.8134614040215258,0.0,0.0
244,12,3,15,22,75,0.0,0.0,0.0,0.0,11.6,3.0,4.0,0.8134614040215258,0.0,0.0
245,11,3,14,22,75,-8.333333333333337,0.0,0.0,0.0,11.4,3.0,3.6666666666666665,0.7844576116916492,-0.3333333333333333,0.0
246,11,3,14,22,75,0.0,0.0,0.0,0.0,11.0,3.0,3.6666666666666665,0.7844576116916492,-0.3333333333333333,0.0
247,11,3,14,22,75,0.0,0.0,0.0,0.0,10.6,3.0,3.6666666666666665,0.7844576116916492,-0.3333333333333333,0.0
248,10,3,13,22,75,-9.090909090909093,0.0,0.0,0.0,10.2,3.0,3.3333333333333335,0.7526875517568743,-0.3333333333333333,0.0
249,10,3,13,22,75,0.0,0.0,0.0,0.0,9.8,3.0,3.3333333333333335,0.7526875517568743,-0.3333333333333333,0.0
250,9,3,12,22,75,-9.999999999999998,0.0,0.0,0.0,9.4,3.0,3.0,0.7175673798709321,-0.6666666666666666,0.0
251,9,3,12,22,75,0.0,0.0,0.0,0.0,9.2,3.0,3.0,0.7175673798709321,-0.3333333333333333,0.0
252,9,3,12,22,75,0.0,0.0,0.0,0.0,9.0,3.0,3.0,0.7175673798709321,-0.3333333333333333,0.0
253,9,3,12,22,75,0.0,0.0,0.0,0.0,9.0,3.0,3.0,0.7175673798709321,0.0,0.0
254,9,3,12,22,75,0.0,0.0,0.0,0.0,9.0,3.0,3.0,0.7175673798709321,0.0,0.0
255,9,3,12,22,75,0.0,0.0,0.0,0.0,9.0,3.0,3.0,0.7175673798709321,0.0,0.0
256,9,3,12,22,75,0.0,0.0,0.0,0.0,8.8,3.0,3.0,0.7175673798709321,0.0,0.0
257,9,3,12,22,75,0.0,0.0,0.0,0.0,8.6,2.8,3.0,0.7175673798709321,0.0,0.0
258,8,3,11,22,75,-11.111111111111116,0.0,0.0,0.0,8.2,2.6,2.6666666666666665,0.678306367985471,-0.3333333333333333,0.0
259,8,2,10,22,75,0.0,-33.333333333333336,0.0,0.0,7.8,2.4,4.0,0.8134614040215258,-0.3333333333333333,-0.3333333333333333
260,7,2,9,22,75,-12.5,0.0,0.0,0.0,7.4,2.2,3.5,0.7689509398133516,-0.6666666666666666,-0.3333333333333333
261,7,2,9,22,75,0.0,0.0,0.0,0.0,7.2,2.0,3.5,0.7689509398133516,-0.3333333333333333,-0.3333333333333333
262,7,2,9,22,75,0.0,0.0,0.0,0.0,7.0,2.0,3.5,0.7689509398133516,-0.3333333333333333,0.0
263,7,2,9,22,75,0.0,0.0,0.0,0.0,7.0,2.0,3.5,0.7689509398133516,0.0,0.0
264,7,2,9,22,75,0.0,0.0,0.0,0.0,7.0,2.0,3.5,0.7689509398133516,0.0,0.0
265,7,2,9,22,75,0.0,0.0,0.0,0.0,7.0,2.0,3.5,0.7689509398133516,0.0,0.0
266,7,2,9,22,75,0.0,0.0,0.0,0.0,6.8,2.0,3.5,0.7689509398133516,0.0,0.0
267,7,2,9,22,75,0.0,0.0,0.0,0.0,6.6,1.8,3.5,0.7689509398133516,0.0,0.0
268,6,2,8,22,75,-14.28571428571429,0.0,0.0,0.0,6.4,1.6,3.0,0.7175673798709321,-0.3333333333333333,0.0
269,6,1,7,22,75,0.0,-50.0,0.0,0.0,6.2,1.4,6.0,0.9486164400575805,-0.3333333333333333,-0.3333333333333333
270,6,1,7,22,75,0.0,0.0,0.0,0.0,6.0,1.2,6.0,0.9486164400575805,-0.3333333333333333,-0.3333333333333333
271,6,1,7,22,75,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.9486164400575805,0.0,-0.3333333333333333
272,6,1,7,22,75,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.9486164400575805,0.0,0.0
273,6,1,7,22,75,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.9486164400575805,0.0,0.0
274,6,1,7,22,75,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.9486164400575805,0.0,0.0
275,6,1,7,22,75,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.9486164400575805,0.0,0.0
276,6,1,7,22,75,0.0,0.0,0.0,0.0,6.0,0.8,6.0,0.9486164400575805,0.0,0.0
277,6,1,7,22,75,0.0,0.0,0.0,0.0,6.0,0.6,6.0,0.9486164400575805,0.0,0.0
278,6,0,6,22,75,0.0,-100.0,0.0,0.0,6.0,0.4,0.0,0.0,0.0,-0.3333333333333333
279,6,0,6,22,75,0.0,0.0,0.0,0.0,5.8,0.2,0.0,0.0,0.0,-0.3333333333333333
280,6,0,6,22,75,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,-0.3333333333333333
281,5,0,5,22,75,-16.666666666666664,0.0,0.0,0.0,5.4,0.0,0.0,0.0,-0.3333333333333333,0.0
282,5,0,5,22,75,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,-0.3333333333333333,0.0
283,5,0,5,22,75,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,-0.3333333333333333,0.0
284,5,0,5,22,75,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
285,5,0,5,22,75,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
286,5,0,5,22,75,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0
287,5,0,5,22,75,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0
288,4,0,4,22,75,-19.999999999999996,0.0,0.0,0.0,4.4,0.0,0.0,0.0,-0.3333333333333333,0.0
289,4,0,4,22,75,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.3333333333333333,0.0
290,4,0,4,22,75,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,-0.3333333333333333,0.0
291,3,0,3,22,75,-25.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,-0.3333333333333333,0.0
292,3,0,3,22,75,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,-0.3333333333333333,0.0
293,3,0,3,22,75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-0.3333333333333333,0.0
294,3,0,3,22,75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
295,3,0,3,22,75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
296,3,0,3,22,75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
297,3,0,3,22,75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
298,3,0,3,22,75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
299,3,0,3,22,75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
300,3,0,3,22,75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
301,3,0,3,22,75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
302,3,0,3,22,75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
303,3,0,3,22,75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
304,3,0,3,22,75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
305,3,0,3,22,75,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0
306,3,0,3,22,75,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0
307,2,0,2,22,75,-33.333333333333336,0.0,0.0,0.0,2.4,0.0,0.0,0.0,-0.3333333333333333,0.0
308,2,0,2,22,75,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,-0.3333333333333333,0.0
309,2,0,2,22,75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.3333333333333333,0.0
310,2,0,2,22,75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
311,2,0,2,22,75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
312,2,0,2,22,75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
313,2,0,2,22,75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
314,2,0,2,22,75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
315,2,0,2,22,75,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0
316,2,0,2,22,75,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0
317,1,0,1,22,75,-50.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,-0.3333333333333333,0.0
318,1,0,1,22,75,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,-0.3333333333333333,0.0
319,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0
320,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
321,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
322,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
323,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
324,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
325,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
326,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
327,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
328,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
329,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
330,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
331,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
332,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
333,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
334,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
335,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
336,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
337,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
338,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
339,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
340,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
341,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
342,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
343,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
344,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
345,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
346,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
347,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
348,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
349,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
350,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
351,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
352,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
353,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
354,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
355,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
356,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
357,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
358,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
359,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
360,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
361,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
362,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
363,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
364,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
365,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
366,1,0,1,22,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
367,1,0,1,22,75,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
368,1,0,1,22,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,0,0,0,22,75,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0
