step,prey_population,predator_population,total_population,total_kills,total_births,prey_growth_rate,predator_growth_rate,kills_per_step,births_per_step,prey_smooth,predator_smooth,prey_predator_ratio,ecosystem_health,prey_momentum,predator_momentum
67,133,4,137,15,68,0.0,0.0,0.0,0.0,132.8,4.0,33.25,0.48061846065115,0.0,0.0
68,133,4,137,15,68,0.0,0.0,0.0,0.0,132.6,4.0,33.25,0.48061846065115,0.0,0.0
69,132,4,136,16,68,-0.7518796992481258,0.0,1.0,0.0,132.4,4.0,33.0,0.48313419586294437,-0.3333333333333333,0.0
70,132,4,136,16,68,0.0,0.0,0.0,0.0,132.2,4.0,33.0,0.48313419586294437,-0.3333333333333333,0.0
71,132,4,136,16,68,0.0,0.0,0.0,0.0,132.0,4.0,33.0,0.48313419586294437,-0.3333333333333333,0.0
72,132,4,136,16,68,0.0,0.0,0.0,0.0,132.0,4.0,33.0,0.48313419586294437,0.0,0.0
73,132,4,136,16,68,0.0,0.0,0.0,0.0,132.0,4.0,33.0,0.48313419586294437,0.0,0.0
74,132,4,136,16,68,0.0,0.0,0.0,0.0,131.8,4.0,33.0,0.48313419586294437,0.0,0.0
75,132,4,136,16,68,0.0,0.0,0.0,0.0,131.6,4.0,33.0,0.48313419586294437,0.0,0.0
76,131,4,135,17,68,-0.7575757575757569,0.0,1.0,0.0,131.4,4.0,32.75,0.4856690623246841,-0.3333333333333333,0.0
77,131,4,135,17,68,0.0,0.0,0.0,0.0,131.0,4.0,32.75,0.4856690623246841,-0.3333333333333333,0.0
78,131,4,135,17,68,0.0,0.0,0.0,0.0,130.4,4.0,32.75,0.4856690623246841,-0.3333333333333333,0.0
79,130,4,134,17,68,-0.7633587786259555,0.0,0.0,0.0,130.0,4.0,32.5,0.48822335323987376,-0.3333333333333333,0.0
80,129,4,133,17,68,-0.7692307692307665,0.0,0.0,0.0,129.4,4.0,32.25,0.4907973686045106,-0.6666666666666666,0.0
81,129,4,133,17,68,0.0,0.0,0.0,0.0,129.0,4.0,32.25,0.4907973686045106,-0.6666666666666666,0.0
82,128,4,132,17,68,-0.7751937984496138,0.0,0.0,0.0,128.6,4.0,32.0,0.49339141541852893,-0.6666666666666666,0.0
83,129,4,133,17,69,0.78125,0.0,0.0,1.0,128.4,4.0,32.25,0.4907973686045106,0.0,0.0
84,128,4,132,17,69,-0.7751937984496138,0.0,0.0,0.0,127.8,4.0,32.0,0.49339141541852893,-0.3333333333333333,0.0
85,128,4,132,17,69,0.0,0.0,0.0,0.0,127.0,4.0,32.0,0.49339141541852893,0.0,0.0
86,126,4,130,18,69,-1.5625,0.0,1.0,0.0,126.0,4.0,31.5,0.49864086774124194,-1.0,0.0
87,124,4,128,18,69,-1.5873015873015928,0.0,0.0,0.0,125.4,4.0,31.0,0.5039743148567224,-1.3333333333333333,0.0
88,124,4,128,18,69,0.0,0.0,0.0,0.0,124.4,4.0,31.0,0.5039743148567224,-1.3333333333333333,0.0
89,125,4,129,18,70,0.8064516129032251,0.0,0.0,1.0,123.8,4.0,31.25,0.5012969242909675,-0.3333333333333333,0.0
90,123,4,127,18,70,-1.6000000000000014,0.0,0.0,0.0,123.8,4.0,30.75,0.5066733849342622,-0.3333333333333333,0.0
91,123,4,127,18,70,0.0,0.0,0.0,0.0,123.8,4.0,30.75,0.5066733849342622,-0.3333333333333333,0.0
92,124,4,128,18,71,0.8130081300812941,0.0,0.0,1.0,123.6,4.0,31.0,0.5039743148567224,-0.3333333333333333,0.0
93,124,4,128,18,71,0.0,0.0,0.0,0.0,123.8,4.0,31.0,0.5039743148567224,0.3333333333333333,0.0
94,124,4,128,18,71,0.0,0.0,0.0,0.0,123.8,4.0,31.0,0.5039743148567224,0.3333333333333333,0.0
95,124,4,128,18,72,0.0,0.0,0.0,1.0,123.2,4.0,31.0,0.5039743148567224,0.0,0.0
96,123,4,127,18,72,-0.8064516129032251,0.0,0.0,0.0,122.4,4.0,30.75,0.5066733849342622,-0.3333333333333333,0.0
97,121,4,125,18,72,-1.6260162601625994,0.0,0.0,0.0,121.4,4.0,30.25,0.512137988192821,-1.0,0.0
98,120,4,124,18,72,-0.8264462809917328,0.0,0.0,0.0,120.2,4.0,30.0,0.5149042557977193,-1.3333333333333333,0.0
99,119,4,123,18,72,-0.8333333333333304,0.0,0.0,0.0,119.4,4.0,29.75,0.5176936723545582,-1.3333333333333333,0.0
100,118,4,122,19,72,-0.8403361344537785,0.0,1.0,0.0,118.8,4.0,29.5,0.5205066285698463,-1.0,0.0
101,119,4,123,19,73,0.8474576271186418,0.0,0.0,1.0,118.2,4.0,29.75,0.5176936723545582,-0.3333333333333333,0.0
102,118,4,122,19,73,-0.8403361344537785,0.0,0.0,0.0,117.8,4.0,29.5,0.5205066285698463,-0.3333333333333333,0.0
103,117,4,121,19,73,-0.8474576271186418,0.0,0.0,0.0,117.6,4.0,29.25,0.5233435251258158,-0.3333333333333333,0.0
104,117,4,121,19,73,0.0,0.0,0.0,0.0,117.2,4.0,29.25,0.5233435251258158,-0.6666666666666666,0.0
105,117,4,121,19,73,0.0,0.0,0.0,0.0,117.0,4.0,29.25,0.5233435251258158,-0.3333333333333333,0.0
106,117,4,121,19,73,0.0,0.0,0.0,0.0,117.0,4.0,29.25,0.5233435251258158,0.0,0.0
107,117,4,121,19,73,0.0,0.0,0.0,0.0,116.8,4.0,29.25,0.5233435251258158,0.0,0.0
108,117,4,121,19,73,0.0,0.0,0.0,0.0,116.6,4.0,29.25,0.5233435251258158,0.0,0.0
109,116,4,120,19,73,-0.8547008547008517,0.0,0.0,0.0,116.0,4.0,29.0,0.5262047730229464,-0.3333333333333333,0.0
110,116,4,120,19,73,0.0,0.0,0.0,0.0,115.4,4.0,29.0,0.5262047730229464,-0.3333333333333333,0.0
111,114,4,118,20,73,-1.7241379310344862,0.0,1.0,0.0,114.6,4.0,28.5,0.5320020205935696,-1.0,0.0
112,114,4,118,20,73,0.0,0.0,0.0,0.0,113.8,4.0,28.5,0.5320020205935696,-0.6666666666666666,0.0
113,113,4,117,20,74,-0.8771929824561431,0.0,0.0,1.0,113.0,4.0,28.25,0.5349388971542879,-1.0,0.0
114,112,4,116,20,74,-0.8849557522123908,0.0,0.0,0.0,112.4,4.0,28.0,0.5379018796267032,-0.6666666666666666,0.0
115,112,4,116,20,74,0.0,0.0,0.0,0.0,111.6,4.0,28.0,0.5379018796267032,-0.6666666666666666,0.0
116,111,4,115,20,74,-0.8928571428571397,0.0,0.0,0.0,110.6,4.0,27.75,0.5408914362876232,-0.6666666666666666,0.0
117,110,4,114,20,74,-0.9009009009009028,0.0,0.0,0.0,109.4,4.0,27.5,0.543908048127596,-0.6666666666666666,0.0
118,108,4,112,20,74,-1.8181818181818188,0.0,0.0,0.0,108.0,4.0,27.0,0.5500244276836614,-1.3333333333333333,0.0
119,106,4,110,20,74,-1.851851851851849,0.0,0.0,0.0,106.6,4.0,26.5,0.5562551386877124,-1.6666666666666667,0.0
120,105,4,109,20,74,-0.9433962264150941,0.0,0.0,0.0,105.2,4.0,26.25,0.5594147200058934,-1.6666666666666667,0.0
121,104,4,108,20,74,-0.952380952380949,0.0,0.0,0.0,104.0,4.0,26.0,0.5626045370112771,-1.3333333333333333,0.0
122,103,4,107,20,74,-0.9615384615384581,0.0,0.0,0.0,103.2,4.0,25.75,0.565825173981856,-1.0,0.0
123,102,4,106,20,74,-0.9708737864077666,0.0,0.0,0.0,102.4,4.0,25.5,0.5690772322969777,-1.0,0.0
124,102,4,106,20,74,0.0,0.0,0.0,0.0,101.4,4.0,25.5,0.5690772322969777,-0.6666666666666666,0.0
125,101,4,105,20,74,-0.9803921568627416,0.0,0.0,0.0,100.6,4.0,25.25,0.5723613311113147,-0.6666666666666666,0.0
126,99,4,103,20,74,-1.980198019801982,0.0,0.0,0.0,100.0,4.0,24.75,0.5790282200135379,-1.0,0.0
127,99,4,103,20,74,0.0,0.0,0.0,0.0,99.4,4.0,24.75,0.5790282200135379,-1.0,0.0
128,99,4,103,20,74,0.0,0.0,0.0,0.0,99.0,4.0,24.75,0.5790282200135379,-0.6666666666666666,0.0
129,99,4,103,20,74,0.0,0.0,0.0,0.0,98.4,4.0,24.75,0.5790282200135379,0.0,0.0
130,99,4,103,20,74,0.0,0.0,0.0,0.0,97.8,4.0,24.75,0.5790282200135379,0.0,0.0
131,96,4,100,20,74,-3.0303030303030276,0.0,0.0,0.0,97.0,4.0,24.0,0.5892854395691225,-1.0,0.0
132,96,4,100,20,74,0.0,0.0,0.0,0.0,96.0,4.0,24.0,0.5892854395691225,-1.0,0.0
133,95,4,99,20,74,-1.041666666666663,0.0,0.0,0.0,94.4,4.0,23.75,0.5927758728582211,-1.3333333333333333,0.0
134,94,4,98,20,74,-1.0526315789473717,0.0,0.0,0.0,93.0,4.0,23.5,0.5963032426350667,-0.6666666666666666,0.0
135,91,4,95,20,74,-3.1914893617021267,0.0,0.0,0.0,91.4,4.0,22.75,0.6071150012194513,-1.6666666666666667,0.0
136,89,4,93,20,74,-2.197802197802201,0.0,0.0,0.0,89.8,4.0,22.25,0.6145227134810214,-2.0,0.0
137,88,4,92,20,74,-1.1235955056179803,0.0,0.0,0.0,88.0,4.0,22.0,0.6182892318989992,-2.0,0.0
138,87,4,91,20,74,-1.1363636363636354,0.0,0.0,0.0,86.8,4.0,21.75,0.6220987971735401,-1.3333333333333333,0.0
139,85,4,89,20,74,-2.298850574712641,0.0,0.0,0.0,86.0,4.0,21.25,0.6298510845616292,-1.3333333333333333,0.0
140,85,4,89,20,74,0.0,0.0,0.0,0.0,85.4,4.0,21.25,0.6298510845616292,-1.0,0.0
141,85,4,89,20,74,0.0,0.0,0.0,0.0,84.8,4.0,21.25,0.6298510845616292,-0.6666666666666666,0.0
142,85,4,89,20,74,0.0,0.0,0.0,0.0,84.4,4.0,21.25,0.6298510845616292,0.0,0.0
143,84,4,88,20,74,-1.17647058823529,0.0,0.0,0.0,84.0,4.0,21.0,0.6337959037772967,-0.3333333333333333,0.0
144,83,4,87,20,74,-1.1904761904761862,0.0,0.0,0.0,83.2,4.0,20.75,0.6377879674595353,-0.6666666666666666,0.0
145,83,4,87,20,74,0.0,0.0,0.0,0.0,82.4,4.0,20.75,0.6377879674595353,-0.6666666666666666,0.0
146,81,4,85,21,74,-2.409638554216864,0.0,1.0,0.0,81.8,4.0,20.25,0.6459184518342551,-1.0,0.0
147,81,4,85,21,74,0.0,0.0,0.0,0.0,81.4,4.0,20.25,0.6459184518342551,-0.6666666666666666,0.0
148,81,4,85,21,74,0.0,0.0,0.0,0.0,80.6,4.0,20.25,0.6459184518342551,-0.6666666666666666,0.0
149,81,4,85,21,74,0.0,0.0,0.0,0.0,80.2,4.0,20.25,0.6459184518342551,0.0,0.0
150,79,4,83,21,74,-2.4691358024691357,0.0,0.0,0.0,79.6,4.0,19.75,0.6542522192360607,-0.6666666666666666,0.0
151,79,4,83,21,74,0.0,0.0,0.0,0.0,78.8,4.0,19.75,0.6542522192360607,-0.6666666666666666,0.0
152,78,4,82,21,74,-1.2658227848101222,0.0,0.0,0.0,78.0,4.0,19.5,0.6584985611618708,-1.0,0.0
153,77,4,81,21,74,-1.2820512820512775,0.0,0.0,0.0,77.6,4.0,19.25,0.6627996961071734,-0.6666666666666666,0.0
154,77,4,81,21,74,0.0,0.0,0.0,0.0,77.2,4.0,19.25,0.6627996961071734,-0.6666666666666666,0.0
155,77,4,81,21,74,0.0,0.0,0.0,0.0,77.0,4.0,19.25,0.6627996961071734,-0.3333333333333333,0.0
156,77,4,81,21,74,0.0,0.0,0.0,0.0,76.8,4.0,19.25,0.6627996961071734,0.0,0.0
157,77,4,81,21,74,0.0,0.0,0.0,0.0,76.4,4.0,19.25,0.6627996961071734,0.0,0.0
158,76,4,80,21,74,-1.2987012987012991,0.0,0.0,0.0,75.8,4.0,19.0,0.6671570566296243,-0.3333333333333333,0.0
159,75,4,79,21,74,-1.3157894736842146,0.0,0.0,0.0,75.2,4.0,18.75,0.6715721322129645,-0.6666666666666666,0.0
160,74,4,78,21,74,-1.3333333333333308,0.0,0.0,0.0,74.4,4.0,18.5,0.6760464723236781,-1.0,0.0
161,74,4,78,21,75,0.0,0.0,0.0,1.0,73.8,4.0,18.5,0.6760464723236781,-0.6666666666666666,0.0
162,73,4,77,21,75,-1.3513513513513487,0.0,0.0,0.0,73.2,4.0,18.25,0.6805816896756043,-0.6666666666666666,0.0
163,73,4,77,21,75,0.0,0.0,0.0,0.0,72.8,4.0,18.25,0.6805816896756043,-0.3333333333333333,0.0
164,72,4,76,21,75,-1.3698630136986356,0.0,0.0,0.0,72.4,4.0,18.0,0.6851794637197162,-0.6666666666666666,0.0
165,72,4,76,21,75,0.0,0.0,0.0,0.0,71.6,4.0,18.0,0.6851794637197162,-0.3333333333333333,0.0
166,72,4,76,21,75,0.0,0.0,0.0,0.0,70.8,4.0,18.0,0.6851794637197162,-0.3333333333333333,0.0
167,69,4,73,21,75,-4.1666666666666625,0.0,0.0,0.0,70.2,4.0,17.25,0.6993660018593149,-1.0,0.0
168,69,4,73,21,75,0.0,0.0,0.0,0.0,69.6,4.0,17.25,0.6993660018593149,-1.0,0.0
169,69,4,73,21,75,0.0,0.0,0.0,0.0,69.0,4.0,17.25,0.6993660018593149,-1.0,0.0
170,69,4,73,21,75,0.0,0.0,0.0,0.0,68.8,4.0,17.25,0.6993660018593149,0.0,0.0
171,69,4,73,21,75,0.0,0.0,0.0,0.0,68.4,4.0,17.25,0.6993660018593149,0.0,0.0
172,68,4,72,21,75,-1.449275362318836,0.0,0.0,0.0,67.8,4.0,17.0,0.7042322683330324,-0.3333333333333333,0.0
173,67,4,71,21,75,-1.4705882352941124,0.0,0.0,0.0,66.8,4.0,16.75,0.7091706302614127,-0.6666666666666666,0.0
174,66,4,70,21,75,-1.4925373134328401,0.0,0.0,0.0,65.6,4.0,16.5,0.7141832560495929,-1.0,0.0
175,64,4,68,21,75,-3.0303030303030276,0.0,0.0,0.0,64.2,4.0,16.0,0.7244404756051774,-1.3333333333333333,0.0
176,63,4,67,22,75,-1.5625,0.0,1.0,0.0,63.0,4.0,15.75,0.7296899279278903,-1.3333333333333333,0.0
177,61,4,65,22,75,-3.1746031746031744,0.0,0.0,0.0,62.0,4.0,15.25,0.7404435486672976,-1.6666666666666667,0.0
178,61,4,65,22,75,0.0,0.0,0.0,0.0,61.2,4.0,15.25,0.7404435486672976,-1.0,0.0
179,61,4,65,22,75,0.0,0.0,0.0,0.0,60.4,4.0,15.25,0.7404435486672976,-0.6666666666666666,0.0
180,60,4,64,22,75,-1.6393442622950838,0.0,0.0,0.0,59.8,4.0,15.0,0.7459533159843678,-0.3333333333333333,0.0
181,59,4,63,22,75,-1.6666666666666718,0.0,0.0,0.0,59.0,4.0,14.75,0.7515556887564948,-0.6666666666666666,0.0
182,58,4,62,22,75,-1.6949152542372836,0.0,0.0,0.0,57.8,4.0,14.5,0.7572538332095948,-1.0,0.0
183,57,4,61,22,75,-1.7241379310344862,0.0,0.0,0.0,56.6,4.0,14.25,0.763051080780218,-1.0,0.0
184,55,4,59,22,75,-3.508771929824561,0.0,0.0,0.0,55.6,4.0,13.75,0.7749571083142444,-1.3333333333333333,0.0
185,54,4,58,22,75,-1.8181818181818188,0.0,0.0,0.0,54.8,4.0,13.5,0.7810734878703098,-1.3333333333333333,0.0
186,54,4,58,22,75,0.0,0.0,0.0,0.0,54.2,4.0,13.5,0.7810734878703098,-1.0,0.0
187,54,4,58,22,75,0.0,0.0,0.0,0.0,54.0,4.0,13.5,0.7810734878703098,-0.3333333333333333,0.0
188,54,4,58,22,75,0.0,0.0,0.0,0.0,53.8,4.0,13.5,0.7810734878703098,0.0,0.0
189,54,4,58,22,75,0.0,0.0,0.0,0.0,53.4,4.0,13.5,0.7810734878703098,0.0,0.0
190,53,4,57,22,75,-1.851851851851849,0.0,0.0,0.0,52.8,4.0,13.25,0.7873041988743608,-0.3333333333333333,0.0
191,52,4,56,22,75,-1.8867924528301883,0.0,0.0,0.0,52.2,4.0,13.0,0.7936535971979255,-0.6666666666666666,0.0
192,51,4,55,22,75,-1.9230769230769273,0.0,0.0,0.0,51.6,4.0,12.75,0.8001262924836261,-1.0,0.0
193,51,4,55,22,75,0.0,0.0,0.0,0.0,50.6,4.0,12.75,0.8001262924836261,-0.6666666666666666,0.0
194,51,4,55,22,75,0.0,0.0,0.0,0.0,49.8,4.0,12.75,0.8001262924836261,-0.3333333333333333,0.0
195,48,4,52,22,75,-5.882352941176472,0.0,0.0,0.0,48.8,4.0,12.0,0.820334499755771,-1.0,0.0
196,48,4,52,22,75,0.0,0.0,0.0,0.0,47.8,4.0,12.0,0.820334499755771,-1.0,0.0
197,46,4,50,22,75,-4.1666666666666625,0.0,0.0,0.0,46.8,4.0,11.5,0.8345210378953697,-1.6666666666666667,0.0
198,46,4,50,22,75,0.0,0.0,0.0,0.0,46.2,4.0,11.5,0.8345210378953697,-0.6666666666666666,0.0
199,46,4,50,22,75,0.0,0.0,0.0,0.0,45.6,4.0,11.5,0.8345210378953697,-0.6666666666666666,0.0
200,45,4,49,22,75,-2.1739130434782594,0.0,0.0,0.0,44.8,4.0,11.25,0.8418473401349613,-0.3333333333333333,0.0
201,45,4,49,22,75,0.0,0.0,0.0,0.0,43.8,4.0,11.25,0.8418473401349613,-0.3333333333333333,0.0
202,42,4,46,22,75,-6.666666666666665,0.0,0.0,0.0,42.6,4.0,10.5,0.8648449639639452,-1.3333333333333333,0.0
203,41,4,45,22,75,-2.3809523809523836,0.0,0.0,0.0,41.4,4.0,10.25,0.8728774811569654,-1.3333333333333333,0.0
204,40,4,44,22,75,-2.4390243902439046,0.0,0.0,0.0,40.2,4.0,10.0,0.8811083520204226,-1.6666666666666667,0.0
205,39,4,43,22,75,-2.500000000000002,0.0,0.0,0.0,39.2,4.0,9.75,0.8895476213485192,-1.0,0.0
206,39,4,43,22,75,0.0,0.0,0.0,0.0,38.2,4.0,9.75,0.8895476213485192,-0.6666666666666666,0.0
207,37,4,41,22,75,-5.128205128205132,0.0,0.0,0.0,37.2,4.0,9.25,0.9070955325103265,-1.0,0.0
208,36,4,40,22,75,-2.7027027027026973,0.0,0.0,0.0,35.8,4.0,9.0,0.9162285239063646,-1.0,0.0
209,35,4,39,22,75,-2.777777777777779,0.0,0.0,0.0,34.0,4.0,8.75,0.9256188162285968,-1.3333333333333333,0.0
210,32,4,36,22,75,-8.571428571428575,0.0,0.0,0.0,32.2,4.0,8.0,0.9554895357918258,-1.6666666666666667,0.0
211,30,4,34,22,75,-6.25,0.0,0.0,0.0,30.6,4.0,7.5,0.9770023761710162,-2.0,0.0
