step,prey_population,predator_population,total_population,total_kills,total_births,avg_prey_energy,avg_predator_energy,avg_prey_fitness,avg_predator_fitness,max_prey_generation,max_predator_generation,food_available,is_day,weather
674,154,17,171,18,97,65.02,88.15,172.26,168.54,4,2,15000.0,True,CLEAR
675,154,17,171,18,97,65.05,88.16,172.27,168.55,4,2,15000.0,True,CLEAR
676,155,17,172,18,98,64.89,88.16,172.78,168.56,4,2,15000.0,True,CLEAR
677,155,17,172,18,98,64.92,88.17,172.8,168.57,4,2,15000.0,True,CLEAR
678,155,17,172,18,98,64.94,88.18,172.81,168.58,4,2,15000.0,True,CLEAR
679,155,17,172,18,98,64.97,88.19,172.82,168.6,4,2,15000.0,True,CLEAR
680,155,17,172,18,98,64.99,88.19,172.83,168.61,4,2,15000.0,True,CLEAR
681,155,17,172,18,98,65.04,88.21,172.85,168.62,4,2,15000.0,True,CLEAR
682,155,17,172,18,98,65.06,88.21,172.86,168.63,4,2,15000.0,True,CLEAR
683,155,17,172,18,98,65.09,88.22,172.87,168.64,4,2,15000.0,True,CLEAR
684,155,17,172,18,98,65.11,88.23,172.88,168.66,4,2,15000.0,True,CLEAR
685,155,17,172,18,98,65.14,88.23,172.89,168.67,4,2,15000.0,True,CLEAR
686,155,17,172,18,98,65.16,88.24,172.91,168.68,4,2,15000.0,True,CLEAR
687,156,17,173,18,99,65.01,88.25,173.41,168.69,4,2,15000.0,True,CLEAR
688,156,17,173,18,99,65.04,88.26,173.42,168.71,4,2,15000.0,True,CLEAR
689,156,17,173,18,99,65.06,88.26,173.44,168.72,4,2,15000.0,True,CLEAR
690,156,17,173,18,99,65.09,88.27,173.45,168.73,4,2,15000.0,True,CLEAR
691,157,17,174,18,100,64.95,88.29,173.95,168.74,4,2,15000.0,True,CLEAR
692,157,17,174,18,100,64.98,88.3,173.96,168.75,4,2,15000.0,True,CLEAR
693,158,17,175,18,101,64.83,88.3,174.45,168.77,4,2,15000.0,True,CLEAR
694,158,17,175,18,101,64.85,88.31,174.47,168.78,4,2,15000.0,True,CLEAR
695,158,17,175,18,101,64.88,88.32,174.48,168.79,4,2,15000.0,True,CLEAR
696,158,17,175,18,101,64.9,88.33,174.49,168.8,4,2,15000.0,True,CLEAR
697,158,17,175,18,101,64.93,88.33,174.5,168.81,4,2,15000.0,True,CLEAR
698,158,17,175,18,101,64.95,88.34,174.51,168.83,4,2,15000.0,True,CLEAR
699,158,17,175,18,101,64.98,88.35,174.53,168.84,4,2,15000.0,True,CLEAR
700,158,18,176,18,102,65.01,85.53,174.54,173.36,4,2,15000.0,True,CLEAR
701,158,18,176,18,102,65.05,85.54,174.55,173.37,4,2,15000.0,True,CLEAR
702,158,18,176,18,102,65.07,85.55,174.56,173.38,4,2,15000.0,True,CLEAR
703,158,18,176,18,102,65.1,85.56,174.57,173.39,4,2,15000.0,True,CLEAR
704,158,18,176,18,102,65.12,85.57,174.59,173.41,4,2,15000.0,True,CLEAR
705,158,19,177,18,103,65.15,83.05,174.6,177.45,4,3,15000.0,True,CLEAR
706,158,19,177,18,103,65.17,83.06,174.61,177.46,4,3,15000.0,True,CLEAR
707,158,19,177,18,103,65.2,83.07,174.62,177.47,4,3,15000.0,True,CLEAR
708,158,19,177,18,103,65.22,83.08,174.64,177.48,4,3,15000.0,True,CLEAR
709,158,19,177,18,103,65.25,83.09,174.65,177.49,4,3,15000.0,True,CLEAR
710,158,19,177,18,103,65.27,83.1,174.66,177.51,4,3,15000.0,True,CLEAR
711,158,19,177,18,103,65.32,83.13,174.67,177.52,4,3,15000.0,True,CLEAR
712,158,19,177,18,103,65.34,83.14,174.68,177.53,4,3,15000.0,True,CLEAR
713,158,19,177,18,103,65.37,83.15,174.7,177.54,4,3,15000.0,True,CLEAR
714,159,19,178,18,104,65.22,83.16,175.18,177.55,4,3,15000.0,True,CLEAR
715,159,19,178,18,104,65.24,83.17,175.19,177.57,4,3,15000.0,True,CLEAR
716,161,19,180,18,106,64.93,83.18,176.14,177.58,4,3,14998.5,True,CLEAR
717,161,19,180,18,106,64.96,83.19,176.15,177.59,4,3,14997.2,True,CLEAR
718,161,19,180,18,106,64.99,83.2,176.17,177.6,4,3,14995.9,True,CLEAR
719,162,19,181,18,107,64.85,83.21,176.63,177.61,4,3,14996.1,True,CLEAR
720,162,19,181,18,107,64.87,83.22,176.65,177.62,4,3,14996.3,True,CLEAR
721,162,19,181,18,107,64.92,83.23,176.66,177.64,4,3,14996.5,True,CLEAR
722,162,19,181,18,107,64.94,83.24,176.67,177.65,4,3,14996.7,True,CLEAR
723,162,19,181,18,107,64.97,83.25,176.68,177.66,4,3,14996.9,True,CLEAR
724,163,19,182,18,108,64.82,83.26,177.15,177.67,4,3,14997.1,True,CLEAR
725,164,19,183,18,109,64.68,83.27,177.6,177.68,4,3,14997.3,True,CLEAR
726,164,19,183,18,109,64.72,83.28,177.62,177.69,4,3,14996.0,True,CLEAR
727,165,19,184,18,110,64.58,83.29,178.07,177.7,4,3,14996.4,True,CLEAR
728,165,19,184,18,110,64.6,83.31,178.08,177.72,4,3,14996.8,True,CLEAR
729,165,19,184,18,110,64.63,83.32,178.09,177.73,4,3,14997.2,True,CLEAR
730,165,19,184,18,110,64.65,83.33,178.1,177.74,4,3,14997.6,True,CLEAR
731,165,19,184,18,110,64.7,83.34,178.11,177.75,4,3,14998.0,True,CLEAR
732,165,19,184,18,110,64.72,83.35,178.13,177.76,4,3,14998.4,True,CLEAR
733,166,19,185,18,111,64.58,83.36,178.57,177.77,4,3,14998.8,True,CLEAR
734,167,19,186,18,112,64.45,83.37,179.01,177.79,4,3,14999.1,True,CLEAR
735,167,19,186,18,112,64.47,83.38,179.02,177.8,4,3,14999.3,True,CLEAR
736,167,19,186,18,112,64.5,83.39,179.04,177.81,4,3,14999.5,True,CLEAR
737,167,19,186,18,112,64.52,83.4,179.05,177.82,4,3,14999.7,True,CLEAR
738,168,19,187,18,113,64.39,83.41,179.48,177.83,4,3,14999.9,True,CLEAR
739,169,19,188,18,114,64.25,83.42,179.91,177.84,4,3,15000.0,True,CLEAR
740,169,19,188,18,114,64.28,83.43,179.92,177.85,4,3,15000.0,True,CLEAR
741,169,19,188,18,114,64.32,83.45,179.94,177.87,4,3,15000.0,True,CLEAR
742,169,19,188,18,114,64.34,83.46,179.95,177.88,4,3,15000.0,True,CLEAR
743,169,19,188,18,114,64.36,83.47,179.96,177.89,4,3,15000.0,True,CLEAR
744,169,19,188,18,114,64.39,83.49,179.97,177.9,4,3,15000.0,True,CLEAR
745,169,19,188,18,114,64.41,83.5,179.98,177.91,4,3,15000.0,True,CLEAR
746,169,19,188,18,114,64.44,83.51,180.0,177.92,4,3,15000.0,True,CLEAR
747,169,19,188,18,114,64.46,83.52,180.01,177.94,4,3,15000.0,True,CLEAR
748,170,19,189,18,115,64.33,83.53,180.43,177.95,4,3,15000.0,True,CLEAR
749,170,19,189,18,115,64.35,83.54,180.45,177.96,4,3,15000.0,True,CLEAR
750,170,20,190,18,116,64.38,81.25,180.46,181.57,4,3,15000.0,True,CLEAR
751,170,20,190,18,116,64.42,81.27,180.47,181.58,4,3,15000.0,True,CLEAR
752,171,20,191,18,117,64.28,81.28,180.89,181.6,4,3,15000.0,True,CLEAR
753,171,20,191,18,117,64.31,81.29,180.9,181.61,4,3,15000.0,True,CLEAR
754,172,20,192,18,118,64.18,81.31,181.32,181.62,4,3,15000.0,True,CLEAR
755,172,20,192,18,118,64.2,81.32,181.33,181.63,4,3,15000.0,True,CLEAR
756,172,20,192,18,118,64.23,81.33,181.34,181.64,4,3,15000.0,True,CLEAR
757,173,20,193,18,119,64.1,81.35,181.75,181.65,4,3,15000.0,True,CLEAR
758,174,20,194,18,120,63.97,81.36,182.15,181.67,4,3,15000.0,True,CLEAR
759,174,20,194,18,120,63.99,81.37,182.17,181.68,4,3,15000.0,True,CLEAR
760,174,20,194,18,120,64.02,81.39,182.18,181.69,4,3,15000.0,True,CLEAR
761,175,20,195,18,121,63.91,81.4,182.58,181.7,4,3,15000.0,True,CLEAR
762,175,20,195,18,121,63.93,81.42,182.59,181.71,4,3,15000.0,True,CLEAR
763,175,20,195,18,121,63.96,81.43,182.6,181.72,4,3,15000.0,True,CLEAR
764,176,20,196,18,122,63.83,81.44,183.0,181.74,4,3,15000.0,True,CLEAR
765,176,20,196,18,122,63.86,81.46,183.01,181.75,4,3,15000.0,True,CLEAR
766,176,20,196,18,122,63.88,81.47,183.02,181.76,4,3,15000.0,False,CLEAR
767,176,20,196,18,122,63.91,81.48,183.03,181.77,4,3,15000.0,False,CLEAR
768,177,20,197,18,123,63.78,81.5,183.42,181.78,4,3,15000.0,False,CLEAR
769,177,20,197,18,123,63.81,81.51,183.44,181.79,4,3,15000.0,False,CLEAR
770,177,20,197,18,123,63.83,81.53,183.45,181.8,4,3,15000.0,False,CLEAR
771,177,20,197,18,123,63.87,81.55,183.46,181.82,4,3,15000.0,False,CLEAR
772,177,20,197,18,123,63.9,81.56,183.47,181.83,4,3,15000.0,False,CLEAR
773,177,20,197,18,123,63.92,81.58,183.48,181.84,4,3,15000.0,False,CLEAR
774,177,20,197,18,123,63.95,81.59,183.5,181.85,4,3,15000.0,False,CLEAR
775,178,20,198,18,124,63.82,81.61,183.88,181.86,4,3,15000.0,False,CLEAR
776,178,20,198,18,124,63.85,81.62,183.89,181.87,4,3,15000.0,False,CLEAR
777,178,20,198,18,124,63.87,81.63,183.91,181.88,4,3,15000.0,False,CLEAR
778,179,20,199,18,125,63.75,81.65,184.29,181.89,4,3,15000.0,False,CLEAR
779,179,20,199,18,125,63.78,81.66,184.3,181.91,4,3,15000.0,False,CLEAR
780,179,20,199,18,125,63.8,81.68,184.31,181.92,4,3,15000.0,False,CLEAR
781,179,20,199,18,125,63.84,81.71,184.32,181.93,4,3,15000.0,False,CLEAR
782,180,20,200,18,126,63.72,81.72,184.7,181.94,4,3,15000.0,False,CLEAR
783,180,20,200,18,126,63.74,81.74,184.71,181.95,4,3,15000.0,False,CLEAR
784,180,20,200,18,126,63.77,81.75,184.73,181.96,4,3,15000.0,False,CLEAR
785,180,20,200,18,126,63.79,81.77,184.74,181.97,4,3,15000.0,False,CLEAR
786,182,20,202,18,128,63.53,81.78,185.47,181.98,4,3,15000.0,False,CLEAR
787,182,20,202,18,128,63.55,81.8,185.48,182.0,4,3,15000.0,False,CLEAR
788,182,20,202,18,128,63.58,81.81,185.49,182.01,4,3,15000.0,False,CLEAR
789,182,20,202,18,128,63.6,81.83,185.5,182.02,4,3,15000.0,False,CLEAR
790,182,20,202,18,128,63.63,81.84,185.52,182.03,4,3,15000.0,False,CLEAR
791,183,20,203,18,129,63.53,81.87,185.88,182.04,4,3,15000.0,False,CLEAR
792,183,20,203,18,129,63.55,81.89,185.89,182.05,4,3,15000.0,False,CLEAR
793,183,20,203,18,129,63.58,81.9,185.9,182.06,4,3,15000.0,False,CLEAR
794,183,20,203,18,129,63.6,81.92,185.92,182.07,4,3,15000.0,False,CLEAR
795,183,20,203,18,129,63.63,81.93,185.93,182.09,4,3,15000.0,False,CLEAR
796,183,20,203,18,129,63.65,81.95,185.94,182.1,4,3,15000.0,False,CLEAR
797,183,20,203,18,129,63.68,81.96,185.95,182.11,4,3,15000.0,False,CLEAR
798,183,20,203,18,129,63.71,81.98,185.96,182.12,4,3,15000.0,False,CLEAR
799,183,20,203,18,129,63.73,81.99,185.98,182.13,4,3,15000.0,False,CLEAR
800,183,20,203,18,129,63.76,82.01,185.99,182.14,4,3,15000.0,False,CLEAR
801,183,20,203,18,129,63.8,82.03,186.0,182.15,4,3,15000.0,False,CLEAR
802,183,20,203,18,129,63.82,82.05,186.01,182.16,4,3,15000.0,False,CLEAR
803,183,20,203,18,129,63.85,82.06,186.02,182.17,4,3,15000.0,False,CLEAR
804,184,20,204,18,130,63.73,82.08,186.38,182.19,4,3,15000.0,False,CLEAR
805,185,20,205,18,131,63.61,82.09,186.74,182.2,4,3,15000.0,False,CLEAR
806,185,20,205,18,131,63.64,82.11,186.75,182.21,4,3,15000.0,False,CLEAR
807,185,20,205,18,131,63.66,82.12,186.76,182.22,4,3,15000.0,False,CLEAR
808,185,20,205,18,131,63.69,82.13,186.78,182.23,4,3,15000.0,False,CLEAR
809,185,20,205,18,131,63.71,82.15,186.79,182.24,4,3,15000.0,False,CLEAR
810,185,20,205,18,131,63.74,82.16,186.8,182.25,4,3,15000.0,False,CLEAR
811,185,20,205,18,131,63.78,82.18,186.81,182.26,4,3,15000.0,False,CLEAR
812,185,20,205,18,131,63.8,82.19,186.83,182.27,4,3,15000.0,False,CLEAR
813,184,20,204,19,131,63.93,84.16,186.44,184.79,4,3,15000.0,False,CLEAR
814,184,20,204,19,131,63.96,84.18,186.45,184.8,4,3,15000.0,False,CLEAR
815,184,20,204,19,131,63.99,84.19,186.47,184.81,4,3,14998.5,False,CLEAR
816,184,20,204,19,131,64.02,84.2,186.48,184.82,4,3,14997.2,False,CLEAR
817,185,20,205,19,132,63.91,84.22,186.84,184.83,4,3,14995.9,False,CLEAR
818,185,20,205,19,132,63.94,84.23,186.86,184.84,4,3,14994.6,False,CLEAR
819,185,20,205,19,132,63.97,84.24,186.87,184.85,4,3,14993.3,False,CLEAR
820,185,20,205,19,132,64.0,84.26,186.89,184.86,4,3,14992.0,False,CLEAR
821,185,20,205,19,132,64.05,84.28,186.9,184.87,4,3,14990.7,False,CLEAR
822,186,20,206,19,133,63.93,84.29,187.25,184.89,4,3,14989.4,False,CLEAR
823,186,20,206,19,133,63.96,84.3,187.27,184.9,4,3,14988.1,False,CLEAR
824,186,20,206,19,133,64.0,84.32,187.28,184.91,4,3,14986.8,False,CLEAR
825,186,20,206,19,133,64.03,84.33,187.3,184.92,4,3,14985.5,False,CLEAR
826,186,20,206,19,133,64.05,84.34,187.31,184.93,4,3,14985.7,False,CLEAR
827,186,20,206,19,133,64.07,84.35,187.32,184.94,4,3,14985.9,False,CLEAR
828,186,20,206,19,133,64.1,84.37,187.34,184.95,4,3,14986.1,False,CLEAR
829,186,20,206,19,133,64.12,84.38,187.35,184.97,4,3,14986.3,False,CLEAR
830,187,20,207,19,134,64.01,84.39,187.7,184.98,4,3,14986.5,False,CLEAR
831,187,20,207,19,134,64.04,84.42,187.71,184.99,4,3,14986.7,False,CLEAR
832,187,20,207,19,134,64.07,84.43,187.72,185.0,4,3,14986.9,False,CLEAR
833,187,20,207,19,134,64.09,84.44,187.73,185.01,4,3,14987.1,False,CLEAR
834,187,20,207,19,134,64.12,84.45,187.74,185.02,4,3,14987.3,False,CLEAR
835,188,20,208,19,135,64.0,84.47,188.09,185.04,4,3,14987.5,False,CLEAR
836,188,20,208,19,135,64.03,84.48,188.1,185.05,4,3,14987.7,False,CLEAR
837,188,20,208,19,135,64.05,84.49,188.11,185.06,4,3,14987.9,False,CLEAR
838,189,20,209,19,136,63.93,84.51,188.45,185.07,5,3,14988.1,False,CLEAR
839,189,20,209,19,136,63.96,84.52,188.46,185.08,5,3,14988.3,False,CLEAR
840,189,20,209,19,136,63.98,84.53,188.48,185.09,5,3,14988.5,False,CLEAR
841,189,20,209,19,136,64.02,84.55,188.49,185.11,5,3,14988.7,False,CLEAR
842,190,20,210,19,137,63.91,84.56,188.82,185.12,5,3,14988.9,False,CLEAR
843,190,20,210,19,137,63.93,84.57,188.84,185.13,5,3,14989.1,False,CLEAR
844,190,20,210,19,137,63.96,84.59,188.85,185.14,5,3,14989.3,False,CLEAR
845,190,20,210,19,137,63.98,84.6,188.86,185.15,5,3,14989.5,False,CLEAR
846,190,20,210,19,137,64.01,84.61,188.87,185.17,5,3,14989.7,False,CLEAR
847,191,20,211,19,138,63.89,84.62,189.21,185.18,5,3,14989.9,False,CLEAR
848,191,20,211,19,138,63.92,84.64,189.22,185.19,5,3,14990.1,False,CLEAR
849,191,20,211,19,138,63.94,84.65,189.23,185.2,5,3,14990.3,False,CLEAR
850,191,20,211,19,138,63.97,84.66,189.24,185.21,5,3,14990.5,False,CLEAR
851,191,21,212,19,139,64.0,82.44,189.26,188.31,5,3,14990.7,False,CLEAR
852,191,21,212,19,139,64.03,82.45,189.27,188.32,5,3,14990.9,False,CLEAR
853,191,21,212,19,139,64.05,82.46,189.28,188.33,5,3,14991.1,False,CLEAR
854,191,21,212,19,139,64.08,82.47,189.29,188.35,5,3,14991.3,False,CLEAR
855,191,21,212,19,139,64.1,82.49,189.3,188.36,5,3,14991.5,False,CLEAR
856,191,21,212,19,139,64.13,82.5,189.32,188.37,5,3,14991.7,False,CLEAR
857,191,21,212,19,139,64.15,82.51,189.33,188.38,5,3,14991.9,False,CLEAR
858,191,22,213,19,140,64.18,80.48,189.34,191.19,5,3,14992.1,False,CLEAR
859,191,22,213,19,140,64.2,80.49,189.35,191.2,5,3,14992.3,False,CLEAR
860,191,22,213,19,140,64.23,80.51,189.37,191.22,5,3,14992.5,False,CLEAR
861,191,22,213,19,140,64.27,80.52,189.38,191.23,5,3,14992.7,False,CLEAR
862,191,22,213,19,140,64.29,80.54,189.39,191.24,5,3,14992.9,False,CLEAR
863,191,22,213,19,140,64.32,80.55,189.4,191.25,5,3,14993.1,False,CLEAR
864,191,22,213,19,140,64.34,80.57,189.41,191.26,5,3,14993.3,False,CLEAR
865,191,22,213,19,140,64.37,80.58,189.43,191.27,5,3,14993.5,False,CLEAR
866,191,22,213,19,140,64.39,80.6,189.44,191.29,5,3,14993.7,False,CLEAR
867,192,22,214,19,141,64.28,80.61,189.77,191.3,5,3,14993.9,False,CLEAR
868,193,22,215,19,142,64.17,80.63,190.09,191.31,5,3,14994.1,False,CLEAR
869,193,22,215,19,142,64.19,80.64,190.1,191.32,5,3,14994.3,False,CLEAR
870,194,22,216,19,143,64.08,80.66,190.42,191.33,5,3,14994.5,False,CLEAR
871,194,22,216,19,143,64.12,80.68,190.43,191.34,5,3,14994.7,False,CLEAR
872,194,22,216,19,143,64.15,80.69,190.45,191.36,5,3,14994.9,False,CLEAR
873,194,22,216,19,143,64.17,80.71,190.46,191.37,5,3,14995.1,False,CLEAR
874,194,22,216,19,143,64.2,80.72,190.47,191.38,5,3,14995.3,False,CLEAR
875,194,22,216,19,143,64.22,80.74,190.48,191.39,5,3,14995.5,False,CLEAR
876,194,22,216,19,143,64.25,80.75,190.49,191.4,5,3,14995.7,False,CLEAR
877,194,22,216,19,143,64.28,80.77,190.51,191.41,5,3,14995.9,False,CLEAR
878,194,22,216,19,143,64.3,80.79,190.52,191.42,5,3,14996.1,False,CLEAR
879,195,22,217,19,144,64.19,80.8,190.84,191.44,5,3,14996.3,False,CLEAR
880,195,22,217,19,144,64.22,80.82,190.85,191.45,5,3,14996.5,False,CLEAR
881,195,22,217,19,144,64.26,80.83,190.86,191.46,5,3,14996.7,False,CLEAR
882,195,23,218,19,145,64.28,78.96,190.87,194.01,5,3,14996.9,False,CLEAR
883,194,23,217,20,145,64.32,80.06,191.06,196.2,5,3,14997.1,False,CLEAR
884,195,23,218,20,146,64.21,80.08,191.37,196.21,5,3,14997.3,False,CLEAR
885,195,23,218,20,146,64.23,80.09,191.38,196.22,5,3,14997.5,False,CLEAR
886,194,23,217,21,146,64.26,82.12,191.57,198.41,5,3,14997.7,False,CLEAR
887,194,23,217,21,146,64.29,82.14,191.58,198.42,5,3,14997.9,False,CLEAR
888,194,23,217,21,146,64.32,82.15,191.6,198.43,5,3,14998.1,False,CLEAR
889,194,23,217,21,146,64.34,82.17,191.61,198.44,5,3,14998.3,False,CLEAR
890,195,23,218,21,147,64.23,82.18,191.92,198.45,5,3,14998.5,False,CLEAR
891,196,23,219,21,148,64.13,82.21,192.23,198.47,5,3,14998.7,False,CLEAR
892,197,23,220,21,149,64.02,82.22,192.53,198.48,5,3,14998.9,False,CLEAR
893,197,23,220,21,149,64.05,82.24,192.55,198.49,5,3,14999.1,False,CLEAR
894,198,23,221,21,150,63.94,82.25,192.85,198.5,5,3,14999.3,False,CLEAR
895,198,23,221,21,150,63.97,82.26,192.86,198.51,5,3,14999.5,False,CLEAR
896,198,23,221,21,150,63.99,82.28,192.87,198.52,5,3,14999.7,False,CLEAR
897,198,23,221,21,150,64.02,82.29,192.88,198.54,5,3,14999.9,False,CLEAR
898,198,23,221,21,150,64.05,82.31,192.9,198.55,5,3,14998.5,False,CLEAR
899,198,23,221,21,150,64.08,82.32,192.91,198.56,5,3,14997.2,False,CLEAR
900,198,23,221,21,150,64.12,82.33,192.93,198.57,5,3,14995.9,False,CLEAR
901,198,23,221,21,150,64.16,82.36,192.94,198.58,5,3,14994.6,False,CLEAR
902,199,23,222,21,151,64.05,82.38,193.24,198.59,5,3,14994.8,False,CLEAR
903,199,23,222,21,151,64.08,82.39,193.25,198.61,5,3,14995.0,False,CLEAR
904,200,23,223,21,152,63.97,82.4,193.55,198.62,5,3,14995.2,False,CLEAR
905,200,23,223,21,152,64.0,82.42,193.56,198.63,5,3,14995.4,False,CLEAR
906,200,23,223,21,152,64.02,82.43,193.57,198.64,5,3,14995.6,False,CLEAR
907,200,23,223,21,152,64.05,82.44,193.58,198.65,5,3,14995.8,False,CLEAR
908,201,23,224,21,153,63.94,82.46,193.88,198.67,5,3,14996.0,False,CLEAR
909,202,23,225,21,154,63.84,82.47,194.17,198.68,5,3,14996.2,False,CLEAR
910,202,23,225,21,154,63.86,82.48,194.18,198.69,5,3,14996.4,False,CLEAR
911,202,23,225,21,154,63.9,82.5,194.19,198.7,5,3,14996.6,False,CLEAR
912,202,23,225,21,154,63.93,82.51,194.2,198.71,5,3,14996.8,False,CLEAR
913,202,23,225,21,154,63.95,82.53,194.21,198.72,5,3,14997.0,False,CLEAR
914,203,23,226,21,155,63.85,82.54,194.5,198.74,5,3,14997.2,False,CLEAR
915,203,23,226,21,155,63.87,82.56,194.51,198.75,5,3,14997.4,False,CLEAR
916,203,23,226,21,155,63.9,82.57,194.52,198.76,5,3,14997.6,False,CLEAR
917,203,23,226,21,155,63.93,82.59,194.54,198.77,5,3,14997.8,False,CLEAR
918,203,23,226,21,155,63.95,82.6,194.55,198.78,5,3,14998.0,False,CLEAR
919,205,23,228,21,157,63.72,82.62,195.1,198.79,5,3,14998.2,False,CLEAR
920,206,23,229,21,158,63.62,82.63,195.38,198.81,5,3,14998.4,False,CLEAR
921,206,23,229,21,158,63.66,82.66,195.39,198.82,5,3,14998.6,False,CLEAR
922,206,23,229,21,158,63.68,82.67,195.4,198.83,5,3,14998.8,False,CLEAR
923,206,23,229,21,158,63.71,82.69,195.41,198.84,5,3,14999.0,False,CLEAR
924,206,24,230,21,159,63.74,80.82,195.43,200.98,5,3,14999.2,False,CLEAR
925,206,24,230,21,159,63.76,80.83,195.44,200.99,5,3,14999.4,False,CLEAR
926,206,24,230,21,159,63.79,80.85,195.45,201.01,5,3,14999.6,False,CLEAR
927,206,24,230,21,159,63.81,80.86,195.46,201.02,5,3,14999.8,False,CLEAR
928,206,24,230,21,159,63.84,80.87,195.47,201.03,5,3,15000.0,False,CLEAR
929,206,24,230,21,159,63.87,80.89,195.49,201.04,5,3,15000.0,False,CLEAR
930,206,24,230,21,159,63.89,80.9,195.5,201.05,5,3,15000.0,False,CLEAR
931,206,24,230,21,159,63.93,80.93,195.51,201.06,5,3,15000.0,False,CLEAR
932,206,24,230,21,159,63.96,80.95,195.52,201.07,5,3,15000.0,False,CLEAR
933,206,24,230,21,159,63.98,80.96,195.53,201.09,5,3,15000.0,False,CLEAR
934,208,24,232,21,161,63.76,80.98,196.07,201.1,5,3,15000.0,False,CLEAR
935,208,24,232,21,161,63.78,80.99,196.08,201.11,5,3,15000.0,False,CLEAR
936,208,24,232,21,161,63.81,81.01,196.09,201.12,5,3,15000.0,False,CLEAR
937,208,24,232,21,161,63.84,81.02,196.1,201.13,5,3,15000.0,False,CLEAR
938,208,24,232,21,161,63.86,81.04,196.12,201.14,5,3,15000.0,False,CLEAR
939,208,24,232,21,161,63.89,81.05,196.13,201.15,5,3,15000.0,False,CLEAR
940,208,24,232,21,161,63.91,81.07,196.14,201.16,5,3,15000.0,False,CLEAR
941,209,24,233,21,162,63.83,81.08,196.41,201.18,5,3,14998.5,False,CLEAR
942,210,24,234,21,163,63.74,81.1,196.68,201.19,5,3,14997.2,False,CLEAR
943,210,24,234,21,163,63.77,81.11,196.7,201.2,5,3,14995.9,False,CLEAR
944,211,24,235,21,164,63.68,81.13,196.96,201.21,5,3,14994.6,False,CLEAR
945,211,24,235,21,164,63.71,81.14,196.98,201.22,5,3,14993.3,False,CLEAR
946,211,24,235,21,164,63.74,81.16,196.99,201.23,5,3,14992.0,False,CLEAR
947,211,24,235,21,164,63.78,81.17,197.0,201.24,5,3,14990.7,False,CLEAR
948,211,24,235,21,164,63.81,81.19,197.02,201.25,5,3,14989.4,False,CLEAR
949,211,24,235,21,164,63.84,81.2,197.03,201.27,5,3,14988.1,False,CLEAR
950,211,24,235,21,164,63.87,81.22,197.05,201.28,5,3,14986.8,False,CLEAR
951,211,24,235,21,164,63.92,81.24,197.06,201.29,5,3,14985.5,False,CLEAR
952,211,24,235,21,164,63.94,81.25,197.07,201.3,5,3,14985.7,False,CLEAR
953,211,24,235,21,164,63.97,81.27,197.08,201.31,5,3,14985.9,False,CLEAR
954,211,24,235,21,164,64.0,81.28,197.1,201.32,5,3,14986.1,False,CLEAR
955,211,24,235,21,164,64.02,81.3,197.11,201.33,5,3,14986.3,False,CLEAR
956,211,24,235,21,164,64.05,81.31,197.12,201.34,5,3,14986.5,False,CLEAR
957,211,24,235,21,164,64.08,81.33,197.13,201.36,5,3,14986.7,False,CLEAR
958,211,24,235,21,164,64.1,81.34,197.14,201.37,5,3,14986.9,False,CLEAR
959,211,24,235,21,164,64.13,81.36,197.15,201.38,5,3,14987.1,False,CLEAR
960,212,24,236,21,165,64.03,81.37,197.42,201.39,5,3,14987.3,False,CLEAR
961,212,25,237,21,166,64.07,79.64,197.43,203.34,5,3,14987.5,False,CLEAR
962,212,25,237,21,166,64.1,79.65,197.44,203.36,5,3,14987.7,False,CLEAR
963,212,25,237,21,166,64.12,79.67,197.45,203.37,5,3,14987.9,False,CLEAR
964,212,25,237,21,166,64.15,79.69,197.46,203.38,5,3,14988.1,False,CLEAR
965,212,25,237,21,166,64.17,79.7,197.48,203.39,5,3,14988.3,False,CLEAR
966,212,25,237,21,166,64.2,79.72,197.49,203.4,5,3,14988.5,False,CLEAR
967,213,25,238,21,167,64.1,79.73,197.75,203.41,5,3,14988.7,False,CLEAR
968,213,25,238,21,167,64.13,79.75,197.76,203.42,5,3,14988.9,False,CLEAR
969,213,25,238,21,167,64.16,79.77,197.77,203.44,5,3,14989.1,False,CLEAR
970,215,25,240,21,169,63.93,79.78,198.27,203.45,5,3,14989.3,False,CLEAR
971,215,25,240,21,169,63.97,79.81,198.28,203.46,5,3,14989.5,False,CLEAR
972,215,25,240,21,169,64.0,79.83,198.29,203.47,5,3,14989.7,False,CLEAR
973,216,25,241,21,170,63.9,79.84,198.54,203.48,5,3,14989.9,False,CLEAR
974,216,25,241,21,170,63.93,79.86,198.55,203.49,5,3,14990.1,False,CLEAR
975,216,25,241,21,170,63.96,79.88,198.56,203.5,5,3,14990.3,False,CLEAR
976,217,25,242,21,171,63.86,79.89,198.81,203.51,5,3,14990.5,False,CLEAR
977,217,25,242,21,171,63.89,79.91,198.83,203.53,5,3,14990.7,False,CLEAR
978,217,25,242,21,171,63.92,79.92,198.84,203.54,5,3,14990.9,False,CLEAR
979,218,25,243,21,172,63.82,79.94,199.08,203.55,5,3,14991.1,False,CLEAR
980,218,25,243,21,172,63.85,79.95,199.1,203.56,5,3,14991.3,False,CLEAR
981,219,25,244,21,173,63.77,79.97,199.34,203.57,5,3,14991.5,False,CLEAR
982,219,25,244,21,173,63.79,79.99,199.35,203.58,5,3,14991.7,False,CLEAR
