step,prey_population,predator_population,total_population,total_kills,total_births,avg_prey_energy,avg_predator_energy,avg_prey_fitness,avg_predator_fitness,max_prey_generation,max_predator_generation,food_available,is_day,weather
983,219,25,244,21,173,63.82,80.01,199.36,203.59,5,3,14991.9,False,CLEAR
984,220,25,245,21,174,63.73,80.02,199.61,203.6,5,3,14992.1,False,CLEAR
985,221,25,246,21,175,63.63,80.04,199.85,203.62,5,3,14992.3,False,CLEAR
986,221,25,246,21,175,63.66,80.05,199.86,203.63,5,3,14992.5,False,CLEAR
987,221,25,246,21,175,63.69,80.07,199.87,203.64,5,3,14992.7,False,CLEAR
988,221,25,246,21,175,63.66,80.04,199.88,203.65,5,3,14992.9,False,FOG
989,221,25,246,21,175,63.64,80.0,199.89,203.66,5,3,14993.1,False,FOG
990,221,25,246,21,175,63.61,79.97,199.9,203.67,5,3,14993.3,False,FOG
991,221,25,246,21,175,63.6,79.95,199.92,203.68,5,3,14993.5,False,FOG
992,221,25,246,22,176,63.48,80.76,200.35,205.7,5,3,14993.7,False,FOG
993,221,25,246,22,176,63.46,80.73,200.37,205.71,5,3,14993.9,False,FOG
994,221,25,246,22,176,63.44,80.7,200.38,205.72,5,3,14994.1,False,FOG
995,221,25,246,22,176,63.41,80.66,200.39,205.73,5,3,14994.3,False,FOG
996,221,25,246,22,176,63.39,80.63,200.4,205.74,5,3,14994.5,False,FOG
997,221,25,246,22,176,63.37,80.6,200.41,205.75,5,3,14994.7,False,FOG
998,221,25,246,22,176,63.34,80.57,200.43,205.76,5,3,14994.9,False,FOG
999,221,25,246,22,176,63.32,80.54,200.44,205.78,5,3,14995.1,False,FOG
1000,221,25,246,22,176,63.29,80.5,200.45,205.79,5,3,14995.3,False,FOG
1001,221,25,246,22,176,63.28,80.49,200.46,205.8,5,3,14995.5,False,FOG
1002,221,25,246,22,176,63.26,80.46,200.47,205.81,5,3,14995.7,False,FOG
1003,220,25,245,23,176,63.27,81.25,200.7,207.82,5,3,14995.9,False,FOG
1004,221,25,246,23,177,63.13,81.22,200.93,207.83,5,3,14996.1,False,FOG
1005,221,25,246,23,177,63.1,81.19,200.95,207.85,5,3,14996.3,False,FOG
1006,221,25,246,23,177,63.08,81.16,200.96,207.86,5,3,14996.5,False,FOG
1007,221,25,246,23,177,63.06,81.12,200.97,207.87,5,3,14996.7,False,FOG
1008,221,25,246,23,177,63.03,81.09,200.98,207.88,5,3,14996.9,False,FOG
1009,221,25,246,23,177,63.01,81.06,200.99,207.89,5,3,14997.1,False,FOG
1010,221,25,246,23,177,62.99,81.03,201.0,207.9,5,3,14997.3,False,FOG
1011,220,26,246,24,178,63.01,80.65,201.23,211.46,5,4,14997.5,False,FOG
1012,220,26,246,24,178,62.99,80.62,201.24,211.47,5,4,14997.7,False,FOG
1013,220,26,246,24,178,62.97,80.59,201.25,211.48,5,4,14997.9,False,FOG
1014,220,26,246,24,178,62.94,80.56,201.27,211.49,5,4,14998.1,False,FOG
1015,220,26,246,24,178,62.92,80.52,201.28,211.5,5,4,14998.3,False,FOG
1016,220,26,246,24,178,62.9,80.49,201.29,211.51,5,4,14998.5,False,FOG
1017,220,26,246,24,178,62.87,80.46,201.3,211.52,5,4,14998.7,False,FOG
1018,220,26,246,24,178,62.85,80.43,201.31,211.54,5,4,14998.9,False,FOG
1019,220,26,246,24,178,62.83,80.39,201.32,211.55,5,4,14999.1,False,FOG
1020,220,26,246,24,178,62.8,80.36,201.34,211.56,5,4,14999.3,False,FOG
1021,220,26,246,24,178,62.79,80.34,201.35,211.57,5,4,14999.5,False,FOG
1022,220,26,246,24,178,62.77,80.31,201.36,211.58,5,4,14999.7,False,FOG
1023,220,26,246,24,178,62.75,80.27,201.37,211.59,5,4,14999.9,False,FOG
1024,220,26,246,24,178,62.72,80.24,201.38,211.61,5,4,15000.0,False,FOG
1025,220,26,246,24,178,62.7,80.21,201.4,211.62,5,4,15000.0,False,FOG
1026,220,26,246,24,178,62.68,80.18,201.41,211.63,5,4,15000.0,False,FOG
1027,220,26,246,24,178,62.65,80.14,201.42,211.64,5,4,15000.0,False,FOG
1028,220,26,246,24,178,62.63,80.11,201.43,211.65,5,4,15000.0,False,FOG
1029,220,26,246,24,178,62.61,80.08,201.44,211.66,5,4,15000.0,False,FOG
1030,220,26,246,24,178,62.59,80.05,201.45,211.68,5,4,15000.0,False,FOG
1031,220,26,246,24,178,62.57,80.02,201.47,211.69,5,4,15000.0,False,FOG
1032,220,26,246,24,178,62.55,79.99,201.48,211.7,5,4,15000.0,False,FOG
1033,220,27,247,24,179,62.53,78.38,201.49,213.13,5,4,15000.0,False,FOG
1034,220,27,247,24,179,62.51,78.35,201.5,213.14,5,4,15000.0,False,FOG
1035,222,27,249,24,181,62.26,78.32,201.95,213.15,5,4,15000.0,False,FOG
1036,222,27,249,24,181,62.23,78.29,201.96,213.16,5,4,15000.0,False,FOG
1037,222,27,249,24,181,62.21,78.26,201.97,213.17,5,4,15000.0,False,FOG
1038,222,27,249,24,181,62.19,78.22,201.98,213.19,5,4,15000.0,False,FOG
1039,222,27,249,24,181,62.17,78.19,202.0,213.2,5,4,15000.0,False,FOG
1040,222,27,249,24,181,62.14,78.16,202.01,213.21,5,4,15000.0,False,FOG
1041,222,27,249,24,181,62.13,78.13,202.02,213.22,5,4,15000.0,False,FOG
1042,222,27,249,24,181,62.11,78.1,202.03,213.23,5,4,15000.0,False,FOG
1043,222,27,249,24,181,62.09,78.06,202.04,213.24,5,4,15000.0,False,FOG
1044,222,27,249,24,181,62.06,78.03,202.05,213.25,5,4,15000.0,False,FOG
1045,223,27,250,24,182,61.93,78.0,202.28,213.27,5,4,15000.0,False,FOG
1046,223,27,250,24,182,61.91,77.97,202.29,213.28,5,4,15000.0,False,FOG
1047,223,27,250,24,182,61.88,77.93,202.31,213.29,5,4,15000.0,False,FOG
1048,225,27,252,24,184,61.64,77.9,202.74,213.3,6,4,15000.0,False,FOG
1049,225,27,252,24,184,61.62,77.87,202.75,213.31,6,4,15000.0,False,FOG
1050,225,27,252,24,184,61.6,77.84,202.76,213.32,6,4,15000.0,False,FOG
1051,225,27,252,24,184,61.59,77.82,202.78,213.34,6,4,15000.0,False,FOG
1052,225,27,252,24,184,61.56,77.78,202.79,213.35,6,4,15000.0,False,FOG
1053,225,27,252,24,184,61.54,77.75,202.8,213.36,6,4,15000.0,False,FOG
1054,225,27,252,24,184,61.52,77.72,202.81,213.37,6,4,15000.0,False,FOG
1055,226,27,253,24,185,61.39,77.69,203.03,213.38,6,4,15000.0,False,FOG
1056,226,27,253,24,185,61.36,77.65,203.04,213.39,6,4,15000.0,False,FOG
1057,226,27,253,24,185,61.34,77.62,203.06,213.41,6,4,15000.0,False,FOG
1058,226,27,253,24,185,61.32,77.59,203.07,213.42,6,4,15000.0,False,FOG
1059,226,27,253,24,185,61.29,77.56,203.08,213.43,6,4,15000.0,False,FOG
1060,226,27,253,24,185,61.27,77.53,203.09,213.44,6,4,15000.0,False,FOG
1061,226,27,253,24,185,61.26,77.5,203.1,213.45,6,4,15000.0,False,FOG
1062,226,27,253,24,185,61.23,77.47,203.11,213.46,6,4,15000.0,False,FOG
1063,226,27,253,24,185,61.21,77.44,203.13,213.48,6,4,15000.0,False,FOG
1064,226,27,253,24,185,61.19,77.4,203.14,213.49,6,4,15000.0,False,FOG
1065,226,27,253,24,185,61.16,77.37,203.15,213.5,6,4,15000.0,False,FOG
1066,226,27,253,24,185,61.14,77.34,203.16,213.51,6,4,15000.0,False,FOG
1067,226,27,253,24,185,61.12,77.31,203.17,213.52,6,4,15000.0,False,FOG
1068,226,27,253,24,185,61.1,77.27,203.18,213.53,6,4,15000.0,False,FOG
1069,226,27,253,24,185,61.07,77.24,203.2,213.55,6,4,15000.0,False,FOG
1070,227,27,254,24,186,60.95,77.21,203.41,213.56,6,4,15000.0,False,FOG
1071,228,27,255,24,187,60.84,77.19,203.63,213.57,6,4,14998.5,False,FOG
1072,229,27,256,24,188,60.72,77.16,203.85,213.58,6,4,14997.2,False,FOG
1073,229,27,256,24,188,60.7,77.13,203.86,213.59,6,4,14995.9,False,FOG
1074,229,27,256,24,188,60.68,77.09,203.88,213.6,6,4,14994.6,False,FOG
1075,229,27,256,24,188,60.66,77.06,203.89,213.62,6,4,14993.3,False,FOG
1076,229,27,256,24,188,60.64,77.03,203.9,213.63,6,4,14992.0,False,FOG
1077,229,27,256,24,188,60.63,76.99,203.92,213.64,6,4,14990.7,False,FOG
1078,229,27,256,24,188,60.61,76.96,203.93,213.65,6,4,14987.9,False,FOG
1079,229,27,256,24,188,60.6,76.93,203.95,213.66,6,4,14986.8,False,FOG
1080,229,27,256,24,188,60.58,76.9,203.96,213.67,6,4,14984.2,False,FOG
1081,230,27,257,24,189,60.48,76.88,204.18,213.69,6,4,14981.6,False,FOG
1082,231,27,258,24,190,60.37,76.84,204.39,213.7,6,4,14979.0,False,FOG
1083,231,27,258,24,190,60.36,76.81,204.41,213.71,6,4,14976.4,False,FOG
1084,230,27,257,25,190,60.27,77.92,204.17,215.57,6,4,14975.3,False,FOG
1085,230,27,257,25,190,60.25,77.89,204.18,215.58,6,4,14974.2,False,FOG
1086,230,27,257,25,190,60.23,77.86,204.2,215.6,6,4,14973.3,False,FOG
1087,230,27,257,25,190,60.22,77.83,204.21,215.61,6,4,14972.4,False,FOG
1088,231,27,258,25,191,60.1,77.79,204.42,215.62,6,4,14971.5,False,FOG
1089,231,27,258,25,191,60.08,77.76,204.44,215.63,6,4,14970.6,False,FOG
1090,231,27,258,25,191,60.06,77.73,204.45,215.64,6,4,14969.7,False,FOG
1091,231,27,258,25,191,60.06,77.71,204.46,215.65,6,4,14968.8,False,FOG
1092,231,27,258,25,191,60.04,77.68,204.48,215.67,6,4,14967.9,False,FOG
1093,231,27,258,25,191,60.02,77.64,204.49,215.68,6,4,14967.0,False,FOG
1094,230,27,257,26,191,59.94,79.32,205.17,217.54,6,4,14966.1,False,FOG
1095,230,27,257,26,191,59.92,79.28,205.18,217.55,6,4,14965.2,False,FOG
1096,229,27,256,27,191,59.91,81.01,204.94,219.42,6,4,14962.8,False,FOG
1097,229,27,256,27,191,59.89,80.97,204.96,219.43,6,4,14962.1,False,FOG
1098,229,27,256,27,191,59.87,80.94,204.97,219.44,6,4,14961.4,False,FOG
1099,229,27,256,27,191,59.85,80.91,204.98,219.45,6,4,14960.7,False,FOG
1100,229,27,256,27,191,59.84,80.88,205.0,219.46,6,4,14960.0,False,FOG
1101,229,27,256,27,191,59.83,80.86,205.01,219.47,6,4,14959.3,False,FOG
1102,229,27,256,27,191,59.81,80.83,205.02,219.49,6,4,14958.6,False,FOG
1103,229,27,256,27,191,59.8,80.79,205.04,219.5,6,4,14958.1,False,FOG
1104,229,27,256,27,191,59.77,80.76,205.05,219.51,6,4,14959.2,False,FOG
1105,229,27,256,27,191,59.75,80.73,205.06,219.52,6,4,14960.2,False,FOG
1106,229,27,256,27,191,59.73,80.69,205.08,219.53,6,4,14959.7,False,FOG
1107,229,27,256,27,191,59.71,80.66,205.09,219.54,6,4,14960.7,False,FOG
1108,229,27,256,27,191,59.69,80.63,205.1,219.56,6,4,14961.7,False,FOG
1109,229,27,256,27,191,59.67,80.59,205.11,219.57,6,4,14962.7,False,FOG
1110,229,27,256,27,191,59.64,80.56,205.12,219.58,6,4,14963.6,False,FOG
1111,229,27,256,27,191,59.63,80.54,205.13,219.59,6,4,14964.3,False,FOG
1112,229,27,256,27,191,59.61,80.5,205.15,219.6,6,4,14964.9,False,FOG
1113,229,27,256,27,191,59.59,80.47,205.16,219.62,6,4,14965.5,False,FOG
1114,229,27,256,27,191,59.57,80.44,205.17,219.63,6,4,14966.1,False,FOG
1115,229,27,256,27,191,59.54,80.4,205.18,219.64,6,4,14966.7,False,FOG
1116,229,27,256,27,191,59.52,80.37,205.19,219.65,6,4,14967.3,False,FOG
1117,229,27,256,27,191,59.5,80.34,205.2,219.66,6,4,14967.9,False,FOG
1118,229,27,256,27,191,59.48,80.3,205.21,219.68,6,4,14968.5,False,FOG
1119,229,27,256,27,191,59.45,80.27,205.23,219.69,6,4,14969.1,False,FOG
1120,229,27,256,27,191,59.43,80.24,205.24,219.7,6,4,14969.7,False,FOG
1121,229,27,256,27,191,59.42,80.21,205.25,219.71,6,4,14970.3,False,FOG
1122,229,27,256,27,191,59.4,80.18,205.26,219.72,6,4,14970.9,False,FOG
1123,230,27,257,27,192,59.28,80.15,205.47,219.73,6,4,14971.5,False,FOG
1124,231,27,258,27,193,59.17,80.12,205.67,219.75,6,4,14971.9,False,FOG
1125,231,27,258,27,193,59.14,80.08,205.68,219.76,6,4,14972.3,False,FOG
1126,231,27,258,27,193,59.12,80.05,205.69,219.77,6,4,14972.7,False,FOG
1127,231,27,258,27,193,59.1,80.02,205.71,219.78,6,4,14973.1,False,FOG
1128,231,27,258,27,193,59.08,79.99,205.72,219.79,6,4,14973.5,False,FOG
1129,232,27,259,27,194,58.96,79.95,205.92,219.8,6,4,14973.9,False,FOG
1130,233,27,260,27,195,58.85,79.92,206.12,219.82,6,4,14974.3,False,FOG
1131,233,27,260,27,195,58.84,79.89,206.13,219.83,6,4,14974.7,False,FOG
1132,233,27,260,27,195,58.82,79.86,206.14,219.84,6,4,14975.1,False,FOG
1133,233,27,260,27,195,58.79,79.83,206.15,219.85,6,4,14975.5,False,FOG
1134,233,27,260,27,195,58.77,79.8,206.17,219.86,6,4,14975.9,False,FOG
1135,233,27,260,27,195,58.75,79.76,206.18,219.87,6,4,14976.3,False,FOG
1136,233,27,260,27,195,58.73,79.73,206.19,219.89,6,4,14976.7,False,FOG
1137,234,28,262,27,197,58.61,78.19,206.39,220.97,6,4,14977.1,False,FOG
1138,234,28,262,27,197,58.59,78.16,206.4,220.98,6,4,14977.5,False,FOG
1139,234,28,262,27,197,58.57,78.13,206.41,221.0,6,4,14977.9,False,FOG
1140,234,28,262,27,197,58.55,78.09,206.42,221.01,6,4,14978.3,False,FOG
1141,234,28,262,27,197,58.54,78.06,206.43,221.02,6,4,14978.7,False,FOG
1142,233,28,261,28,197,58.36,78.93,207.06,222.82,6,4,14979.1,False,FOG
1143,233,28,261,28,197,58.34,78.9,207.07,222.83,6,4,14979.5,False,FOG
1144,233,28,261,28,197,58.32,78.86,207.08,222.84,6,4,14979.9,False,FOG
1145,233,28,261,28,197,58.3,78.83,207.09,222.85,6,4,14980.3,False,FOG
1146,233,28,261,28,197,58.27,78.8,207.1,222.86,6,4,14980.7,False,FOG
1147,233,28,261,28,197,58.25,78.77,207.11,222.87,6,4,14981.1,False,FOG
1148,233,28,261,28,197,58.23,78.73,207.12,222.89,6,4,14981.5,False,FOG
1149,233,28,261,28,197,58.21,78.7,207.14,222.9,6,4,14981.9,False,FOG
1150,233,28,261,28,197,58.18,78.67,207.15,222.91,6,4,14982.3,False,FOG
1151,233,28,261,28,197,58.17,78.66,207.16,222.92,6,4,14982.7,False,FOG
1152,233,28,261,28,197,58.15,78.62,207.17,222.93,6,4,14983.1,False,FOG
1153,233,28,261,28,197,58.13,78.59,207.18,222.94,6,4,14983.5,False,FOG
1154,233,28,261,28,197,58.1,78.56,207.19,222.96,6,4,14983.9,False,FOG
1155,233,28,261,28,197,58.08,78.53,207.21,222.97,6,4,14984.3,False,FOG
1156,233,28,261,28,197,58.06,78.49,207.22,222.98,6,4,14984.7,False,FOG
1157,233,28,261,28,197,58.04,78.46,207.23,222.99,6,4,14985.1,False,FOG
1158,233,28,261,28,197,58.01,78.43,207.24,223.0,6,4,14985.5,False,FOG
1159,233,28,261,28,197,57.99,78.39,207.25,223.01,6,4,14985.9,False,FOG
1160,233,28,261,28,197,57.97,78.36,207.27,223.03,6,4,14984.8,False,FOG
1161,233,28,261,28,197,57.97,78.35,207.28,223.04,6,4,14983.7,False,FOG
1162,233,28,261,28,197,57.95,78.32,207.29,223.05,6,4,14982.6,False,FOG
1163,233,28,261,28,197,57.93,78.29,207.31,223.06,6,4,14981.5,False,FOG
1164,233,28,261,28,197,57.91,78.25,207.32,223.07,6,4,14980.4,False,FOG
1165,233,28,261,28,197,57.9,78.22,207.33,223.08,6,4,14979.3,False,FOG
1166,233,28,261,28,197,57.88,78.19,207.35,223.1,6,4,14978.2,False,FOG
1167,233,28,261,28,197,57.86,78.16,207.36,223.11,6,4,14978.6,False,FOG
1168,233,28,261,28,197,57.84,78.12,207.37,223.12,6,4,14979.0,False,RAIN
1169,233,28,261,28,197,57.81,78.09,207.38,223.13,6,4,14979.4,False,RAIN
1170,233,28,261,28,197,57.79,78.06,207.39,223.14,6,4,14979.8,False,RAIN
1171,233,28,261,28,197,57.78,78.04,207.4,223.15,6,4,14980.2,False,RAIN
1172,233,28,261,28,197,57.76,78.01,207.42,223.17,6,4,14980.6,False,RAIN
1173,233,28,261,28,197,57.74,77.98,207.43,223.18,6,4,14981.0,False,RAIN
1174,233,28,261,28,197,57.71,77.95,207.44,223.19,6,4,14981.4,False,RAIN
1175,233,28,261,28,197,57.69,77.91,207.45,223.2,6,4,14981.8,False,RAIN
1176,233,28,261,28,197,57.67,77.88,207.46,223.21,6,4,14982.2,False,RAIN
1177,233,28,261,28,197,57.65,77.85,207.47,223.22,6,4,14982.6,False,RAIN
1178,233,28,261,28,197,57.63,77.82,207.48,223.23,6,4,14983.0,False,RAIN
1179,233,28,261,28,197,57.61,77.79,207.5,223.25,6,4,14983.4,False,RAIN
1180,233,28,261,28,197,57.58,77.75,207.51,223.26,6,4,14983.8,False,RAIN
1181,233,28,261,28,197,57.57,77.74,207.52,223.27,6,4,14984.2,False,RAIN
1182,233,29,262,28,198,57.55,76.32,207.53,224.2,6,4,14984.6,False,RAIN
1183,233,29,262,28,198,57.53,76.29,207.54,224.21,6,4,14985.0,False,RAIN
1184,233,29,262,28,198,57.51,76.26,207.55,224.22,6,4,14985.4,False,RAIN
1185,233,29,262,28,198,57.49,76.23,207.56,224.24,6,4,14985.8,False,RAIN
1186,233,29,262,28,198,57.47,76.2,207.58,224.25,6,4,14986.2,False,RAIN
1187,233,29,262,28,198,57.44,76.17,207.59,224.26,6,4,14986.6,False,RAIN
1188,233,29,262,28,198,57.43,76.14,207.6,224.27,6,4,14985.5,False,RAIN
1189,233,29,262,28,198,57.41,76.11,207.61,224.28,6,4,14984.6,False,RAIN
1190,234,29,263,28,199,57.31,76.08,207.81,224.29,6,4,14983.7,False,RAIN
1191,234,29,263,28,199,57.31,76.06,207.82,224.3,6,4,14982.8,False,RAIN
1192,234,29,263,28,199,57.29,76.03,207.83,224.31,6,4,14981.9,False,RAIN
1193,234,29,263,28,199,57.28,76.0,207.85,224.32,6,4,14981.0,False,RAIN
1194,234,29,263,28,199,57.26,75.97,207.86,224.34,6,4,14980.1,False,RAIN
1195,234,29,263,28,199,57.24,75.94,207.87,224.35,6,4,14980.7,False,RAIN
1196,234,29,263,28,199,57.22,75.91,207.88,224.36,6,4,14981.3,False,RAIN
1197,234,29,263,28,199,57.2,75.88,207.89,224.37,6,4,14981.9,False,RAIN
1198,234,29,263,28,199,57.18,75.85,207.91,224.38,6,4,14982.5,False,RAIN
1199,234,29,263,28,199,57.16,75.82,207.92,224.39,6,4,14983.1,False,RAIN
1200,234,29,263,28,199,57.13,75.79,207.93,224.4,6,4,14983.7,False,RAIN
1201,234,29,263,28,199,57.13,75.78,207.94,224.41,6,4,14982.8,False,RAIN
1202,234,29,263,28,199,57.11,75.75,207.95,224.42,6,4,14981.9,False,RAIN
1203,235,29,264,28,200,57.01,75.72,208.15,224.43,6,4,14981.0,False,RAIN
1204,235,29,264,28,200,57.0,75.69,208.16,224.45,6,4,14980.3,False,RAIN
1205,235,29,264,28,200,56.98,75.66,208.17,224.46,6,4,14979.6,False,RAIN
1206,236,29,265,28,201,56.88,75.63,208.36,224.47,7,4,14978.9,False,RAIN
1207,236,29,265,28,201,56.87,75.6,208.38,224.48,7,4,14978.2,False,RAIN
1208,236,29,265,28,201,56.86,75.57,208.39,224.49,7,4,14976.0,False,RAIN
1209,237,29,266,28,202,56.77,75.54,208.58,224.5,7,4,14973.8,False,RAIN
1210,237,29,266,28,202,56.75,75.51,208.59,224.51,7,4,14973.1,False,RAIN
1211,237,29,266,28,202,56.75,75.5,208.61,224.52,7,4,14970.9,False,RAIN
1212,237,29,266,28,202,56.74,75.47,208.62,224.53,7,4,14968.7,False,RAIN
1213,238,29,267,28,203,56.64,75.44,208.81,224.54,7,4,14967.9,False,RAIN
1214,238,29,267,28,203,56.63,75.41,208.83,224.56,7,4,14965.5,False,RAIN
1215,238,29,267,28,203,56.62,75.38,208.84,224.57,7,4,14964.6,False,RAIN
1216,238,30,268,28,204,56.61,74.09,208.85,225.42,7,4,14962.2,False,RAIN
1217,238,30,268,28,204,56.6,74.06,208.87,225.44,7,4,14959.8,False,RAIN
1218,238,30,268,28,204,56.58,74.03,208.88,225.45,7,4,14958.9,False,RAIN
1219,238,30,268,28,204,56.57,74.0,208.9,225.46,7,4,14956.5,False,RAIN
1220,238,30,268,28,204,56.55,73.97,208.91,225.47,7,4,14955.6,False,RAIN
1221,238,30,268,28,204,56.55,73.95,208.92,225.48,7,4,14954.7,False,RAIN
1222,237,30,267,29,204,56.48,74.51,209.6,227.16,7,4,14952.3,False,RAIN
1223,238,30,268,29,205,56.38,74.48,209.78,227.17,7,4,14951.4,False,RAIN
1224,238,30,268,29,205,56.37,74.45,209.8,227.18,7,4,14950.5,False,RAIN
1225,238,30,268,29,205,56.35,74.42,209.81,227.19,7,4,14949.6,False,RAIN
1226,238,30,268,29,205,56.33,74.4,209.82,227.2,7,4,14948.7,False,RAIN
1227,239,30,269,29,206,56.24,74.37,210.0,227.21,7,4,14947.8,False,RAIN
1228,239,30,269,29,206,56.22,74.34,210.02,227.22,7,4,14946.9,False,RAIN
1229,239,30,269,29,206,56.21,74.31,210.03,227.23,7,4,14946.0,False,RAIN
1230,239,30,269,29,206,56.19,74.28,210.04,227.24,7,4,14945.1,False,RAIN
1231,239,30,269,29,206,56.19,74.27,210.06,227.25,7,4,14944.2,False,RAIN
1232,239,30,269,29,206,56.17,74.24,210.07,227.26,7,4,14943.3,False,RAIN
1233,239,30,269,29,206,56.15,74.21,210.08,227.28,7,4,14942.4,False,RAIN
1234,239,30,269,29,206,56.14,74.19,210.1,227.29,7,4,14941.5,False,RAIN
1235,239,30,269,29,206,56.12,74.16,210.11,227.3,7,4,14940.6,False,RAIN
1236,239,30,269,29,206,56.11,74.13,210.12,227.31,7,4,14939.7,False,RAIN
1237,240,30,270,29,207,56.01,74.1,210.3,227.32,7,4,14940.3,False,RAIN
1238,240,30,270,29,207,55.99,74.07,210.31,227.33,7,4,14940.9,False,RAIN
1239,240,30,270,29,207,55.97,74.04,210.32,227.34,7,4,14941.5,False,RAIN
1240,240,30,270,29,207,55.95,74.02,210.33,227.35,7,4,14942.1,False,RAIN
1241,240,30,270,29,207,55.93,74.01,210.34,227.36,7,4,14942.6,False,RAIN
1242,240,30,270,29,207,55.91,73.98,210.36,227.37,7,4,14943.0,False,RAIN
1243,240,30,270,29,207,55.89,73.95,210.37,227.38,7,4,14943.4,False,RAIN
1244,239,30,269,30,207,55.92,75.0,209.74,229.06,7,4,14943.8,False,RAIN
1245,239,30,269,30,207,55.9,74.97,209.75,229.07,7,4,14944.2,False,RAIN
1246,239,30,269,30,207,55.88,74.94,209.76,229.08,7,4,14944.6,False,RAIN
1247,239,30,269,30,207,55.86,74.91,209.78,229.09,7,4,14945.0,False,RAIN
1248,239,30,269,30,207,55.84,74.89,209.79,229.1,7,4,14945.4,False,RAIN
1249,239,30,269,30,207,55.82,74.86,209.8,229.11,7,4,14945.8,False,RAIN
1250,239,30,269,30,207,55.8,74.83,209.81,229.12,7,4,14946.2,False,RAIN
1251,239,30,269,30,207,55.79,74.8,209.82,229.13,7,4,14946.6,False,RAIN
1252,239,30,269,30,207,55.77,74.78,209.83,229.14,7,4,14947.0,False,RAIN
1253,239,30,269,30,207,55.75,74.75,209.84,229.16,7,4,14947.4,False,RAIN
1254,239,30,269,30,207,55.73,74.72,209.85,229.17,7,4,14947.8,False,RAIN
1255,239,30,269,30,207,55.71,74.69,209.87,229.18,7,4,14948.2,False,RAIN
1256,239,30,269,30,207,55.69,74.66,209.88,229.19,7,4,14948.6,False,RAIN
1257,239,30,269,30,207,55.67,74.64,209.89,229.2,7,4,14949.0,False,RAIN
1258,239,30,269,30,207,55.65,74.61,209.9,229.21,7,4,14949.4,False,RAIN
1259,239,30,269,30,207,55.63,74.58,209.91,229.22,7,4,14949.8,False,RAIN
1260,239,30,269,30,207,55.61,74.55,209.92,229.23,7,4,14950.2,False,RAIN
1261,239,30,269,30,207,55.6,74.54,209.93,229.24,7,4,14950.6,False,RAIN
1262,239,30,269,30,207,55.58,74.51,209.94,229.25,7,4,14951.0,False,RAIN
1263,239,30,269,30,207,55.56,74.48,209.95,229.26,7,4,14951.4,False,RAIN
1264,239,30,269,30,207,55.53,74.45,209.97,229.27,7,4,14951.8,False,RAIN
1265,239,30,269,30,207,55.51,74.42,209.98,229.28,7,4,14952.2,False,RAIN
1266,239,30,269,30,207,55.49,74.39,209.99,229.3,7,4,14952.6,False,RAIN
1267,239,30,269,30,207,55.47,74.36,210.0,229.31,7,4,14953.0,True,RAIN
1268,239,30,269,30,207,55.45,74.33,210.01,229.32,7,4,14953.4,True,RAIN
1269,239,31,270,30,208,55.43,73.12,210.02,229.99,7,4,14953.8,True,RAIN
1270,239,31,270,30,208,55.41,73.09,210.03,230.01,7,4,14954.2,True,RAIN
1271,240,31,271,30,209,55.33,73.07,210.21,230.02,7,4,14954.6,True,RAIN
1272,239,31,270,31,209,55.31,74.17,210.44,231.64,7,4,14955.0,True,RAIN
1273,239,31,270,31,209,55.29,74.14,210.46,231.65,7,4,14955.4,True,RAIN
1274,239,31,270,31,209,55.27,74.11,210.47,231.66,7,4,14955.8,True,RAIN
1275,239,31,270,31,209,55.25,74.09,210.48,231.67,7,4,14956.2,True,RAIN
1276,239,31,270,31,209,55.23,74.06,210.49,231.68,7,4,14956.6,True,RAIN
1277,239,31,270,31,209,55.21,74.03,210.5,231.69,7,4,14957.0,True,RAIN
1278,238,31,269,32,209,55.19,74.58,210.29,233.32,7,4,14957.4,True,RAIN
1279,238,31,269,32,209,55.17,74.55,210.3,233.33,7,4,14957.8,True,RAIN
1280,238,31,269,32,209,55.15,74.52,210.31,233.34,7,4,14958.2,True,RAIN
1281,238,31,269,32,209,55.14,74.5,210.32,233.35,7,4,14958.6,True,RAIN
1282,238,31,269,32,209,55.12,74.47,210.33,233.36,7,4,14959.0,True,RAIN
1283,238,31,269,32,209,55.1,74.44,210.35,233.37,7,4,14959.4,True,RAIN
1284,238,31,269,32,209,55.07,74.42,210.36,233.38,7,4,14959.8,True,RAIN
1285,238,31,269,32,209,55.05,74.39,210.37,233.39,7,4,14960.2,True,RAIN
1286,238,31,269,32,209,55.03,74.36,210.38,233.41,7,4,14960.6,True,RAIN
1287,238,31,269,32,209,55.01,74.33,210.39,233.42,7,4,14961.0,True,RAIN
1288,238,31,269,32,209,54.99,74.3,210.4,233.43,7,4,14961.4,True,RAIN
1289,238,31,269,32,209,54.97,74.27,210.41,233.44,7,4,14961.8,True,RAIN
1290,238,31,269,32,209,54.95,74.24,210.42,233.45,7,4,14962.2,True,RAIN
1291,238,31,269,32,209,54.94,74.21,210.43,233.46,7,4,14962.6,True,RAIN
1292,238,31,269,32,209,54.92,74.18,210.45,233.47,7,4,14963.0,True,RAIN
1293,238,31,269,32,209,54.9,74.15,210.46,233.48,7,4,14963.4,True,RAIN
1294,238,31,269,32,209,54.88,74.12,210.47,233.49,7,4,14963.8,True,RAIN
1295,238,31,269,32,209,54.86,74.09,210.48,233.5,7,4,14964.2,True,RAIN
